PRES	MOLEFRAC METHA-01	TOTAL TEMP	TOTAL KVL METHA-01	TOTAL KVL ETHAN-01	LIQUID1 GAMMA METHA-01	LIQUID1 GAMMA ETHAN-01	LIQUID2 GAMMA METHA-01	LIQUID2 GAMMA ETHAN-01	TOTAL KVL2 METHA-01	TOTAL KVL2 ETHAN-01	TOTAL BETA	VAPOR MOLEFRAC METHA-01	VAPOR MOLEFRAC ETHAN-01	LIQUID1 MOLEFRAC METHA-01	LIQUID1 MOLEFRAC ETHAN-01	LIQUID2 MOLEFRAC METHA-01	LIQUID2 MOLEFRAC ETHAN-01	LIQUID GAMMA METHA-01
bar		K															
1	0.422	343.4621	1.346708	0.7468669	1.065381	1.017588					1	0.5683109	0.4316891	0.422	0.578			1.065381
1	0.424	343.4333	1.344872	0.7461357	1.06507	1.017806					1	0.5702258	0.4297742	0.424	0.576			1.06507
1	0.426	343.4045	1.343041	0.7454083	1.064759	1.018025					1	0.5721356	0.4278644	0.426	0.574			1.064759
1	0.428	343.3758	1.341216	0.7446848	1.064448	1.018247					1	0.5740403	0.4259597	0.428	0.572			1.064448
1	0.43	343.3471	1.339395	0.743965	1.064137	1.018471					1	0.5759399	0.4240601	0.43	0.57			1.064137
1	0.432	343.3185	1.33758	0.7432491	1.063826	1.018696					1	0.5778345	0.4221655	0.432	0.568			1.063826
1	0.434	343.29	1.33577	0.742537	1.063515	1.018924					1	0.5797241	0.4202759	0.434	0.566			1.063515
1	0.436	343.2615	1.333965	0.7418287	1.063204	1.019153					1	0.5816086	0.4183914	0.436	0.564			1.063204
1	0.438	343.2331	1.332165	0.7411242	1.062893	1.019385					1	0.5834882	0.4165118	0.438	0.562			1.062893
1	0.44	343.2047	1.33037	0.7404235	1.062582	1.019618					1	0.5853628	0.4146372	0.44	0.56			1.062582
1	0.442	343.1765	1.32858	0.7397266	1.062271	1.019854					1	0.5872325	0.4127675	0.442	0.558			1.062271
1	0.444	343.1482	1.326796	0.7390335	1.06196	1.020091					1	0.5890973	0.4109026	0.444	0.556			1.06196
1	0.446	343.1201	1.325016	0.7383442	1.061649	1.020331					1	0.5909573	0.4090427	0.446	0.554			1.061649
1	0.448	343.092	1.323242	0.7376587	1.061338	1.020573					1	0.5928124	0.4071876	0.448	0.552			1.061338
1	0.45	343.0639	1.321473	0.736977	1.061028	1.020817					1	0.5946627	0.4053373	0.45	0.55			1.061028
1	0.452	343.0359	1.319708	0.736299	1.060717	1.021063					1	0.5965081	0.4034919	0.452	0.548			1.060717
1	0.454	343.008	1.317949	0.7356248	1.060406	1.02131					1	0.5983488	0.4016512	0.454	0.546			1.060406
1	0.456	342.9802	1.316195	0.7349544	1.060095	1.021561					1	0.6001848	0.3998152	0.456	0.544			1.060095
1	0.458	342.9524	1.314445	0.7342878	1.059785	1.021813					1	0.602016	0.397984	0.458	0.542			1.059785
1	0.46	342.9246	1.312701	0.7336249	1.059474	1.022067					1	0.6038425	0.3961575	0.46	0.54			1.059474
1	0.462	342.897	1.310962	0.7329658	1.059164	1.022324					1	0.6056644	0.3943356	0.462	0.538			1.059164
1	0.464	342.8694	1.309228	0.7323105	1.058853	1.022582					1	0.6074816	0.3925184	0.464	0.536			1.058853
1	0.466	342.8418	1.307498	0.7316589	1.058543	1.022843					1	0.6092941	0.3907059	0.466	0.534			1.058543
1	0.468	342.8143	1.305774	0.7310111	1.058232	1.023106					1	0.6111021	0.3888979	0.468	0.532			1.058232
1	0.47	342.7869	1.304054	0.7303671	1.057922	1.023372					1	0.6129055	0.3870945	0.47	0.53			1.057922
1	0.472	342.7595	1.30234	0.7297268	1.057612	1.023639					1	0.6147043	0.3852957	0.472	0.528			1.057612
1	0.474	342.7322	1.30063	0.7290902	1.057302	1.023909					1	0.6164985	0.3835015	0.474	0.526			1.057302
1	0.476	342.7049	1.298925	0.7284574	1.056992	1.024181					1	0.6182883	0.3817117	0.476	0.524			1.056992
1	0.478	342.6778	1.297225	0.7278284	1.056682	1.024455					1	0.6200736	0.3799264	0.478	0.522			1.056682
1	0.48	342.6506	1.29553	0.727203	1.056372	1.024732					1	0.6218544	0.3781456	0.48	0.52			1.056372
1	0.482	342.6236	1.29384	0.7265815	1.056063	1.025011					1	0.6236308	0.3763692	0.482	0.518			1.056063
1	0.484	342.5965	1.292154	0.7259636	1.055753	1.025292					1	0.6254028	0.3745972	0.484	0.516			1.055753
1	0.486	342.5696	1.290474	0.7253496	1.055443	1.025576					1	0.6271703	0.3728297	0.486	0.514			1.055443
1	0.488	342.5427	1.288798	0.7247392	1.055134	1.025861					1	0.6289335	0.3710665	0.488	0.512			1.055134
1	0.49	342.5159	1.287127	0.7241326	1.054825	1.02615					1	0.6306924	0.3693076	0.49	0.51			1.054825
1	0.492	342.4891	1.285461	0.7235297	1.054516	1.02644					1	0.6324469	0.3675531	0.492	0.508			1.054516
1	0.494	342.4624	1.2838	0.7229306	1.054207	1.026733					1	0.6341971	0.3658029	0.494	0.506			1.054207
1	0.496	342.4357	1.282143	0.7223352	1.053898	1.027029					1	0.6359431	0.3640569	0.496	0.504			1.053898
1	0.498	342.4091	1.280491	0.7217435	1.053589	1.027327					1	0.6376848	0.3623152	0.498	0.502			1.053589
1	0.5	342.3826	1.278844	0.7211555	1.053281	1.027627					1	0.6394222	0.3605778	0.5	0.5			1.053281
1	0.502	342.3561	1.277202	0.7205713	1.052972	1.02793					1	0.6411555	0.3588445	0.502	0.498			1.052972
1	0.504	342.3297	1.275565	0.7199908	1.052664	1.028235					1	0.6428845	0.3571155	0.504	0.496			1.052664
1	0.506	342.3033	1.273932	0.7194141	1.052356	1.028543					1	0.6446095	0.3553905	0.506	0.494			1.052356
1	0.508	342.277	1.272304	0.718841	1.052048	1.028853					1	0.6463302	0.3536698	0.508	0.492			1.052048
1	0.51	342.2507	1.27068	0.7182717	1.05174	1.029165					1	0.6480469	0.3519531	0.51	0.49			1.05174
1	0.512	342.2245	1.269061	0.7177061	1.051432	1.029481					1	0.6497594	0.3502406	0.512	0.488			1.051432
1	0.514	342.1984	1.267447	0.7171442	1.051125	1.029799					1	0.6514679	0.3485321	0.514	0.486			1.051125
1	0.516	342.1723	1.265838	0.7165861	1.050818	1.030119					1	0.6531723	0.3468277	0.516	0.484			1.050818
1	0.518	342.1463	1.264233	0.7160316	1.050511	1.030442					1	0.6548727	0.3451273	0.518	0.482			1.050511
1	0.52	342.1203	1.262633	0.7154809	1.050204	1.030768					1	0.6565691	0.3434309	0.52	0.48			1.050204
1	0.522	342.0944	1.261037	0.714934	1.049897	1.031096					1	0.6582616	0.3417384	0.522	0.478			1.049897
1	0.524	342.0686	1.259447	0.7143907	1.049591	1.031427					1	0.65995	0.34005	0.524	0.476			1.049591
1	0.526	342.0428	1.25786	0.7138511	1.049284	1.03176					1	0.6616346	0.3383654	0.526	0.474			1.049284
1	0.528	342.0171	1.256279	0.7133153	1.048978	1.032096					1	0.6633152	0.3366848	0.528	0.472			1.048978
1	0.53	341.9914	1.254702	0.7127832	1.048672	1.032435					1	0.6649919	0.3350081	0.53	0.47			1.048672
1	0.532	341.9658	1.253129	0.7122549	1.048367	1.032777					1	0.6666647	0.3333353	0.532	0.468			1.048367
1	0.534	341.9402	1.251561	0.7117302	1.048061	1.033121					1	0.6683337	0.3316663	0.534	0.466			1.048061
1	0.536	341.9147	1.249998	0.7112093	1.047756	1.033468					1	0.6699989	0.3300011	0.536	0.464			1.047756
1	0.538	341.8892	1.248439	0.7106921	1.047451	1.033818					1	0.6716603	0.3283397	0.538	0.462			1.047451
1	0.54	341.8639	1.246885	0.7101786	1.047147	1.03417					1	0.6733179	0.3266821	0.54	0.46			1.047147
1	0.542	341.8385	1.245335	0.7096688	1.046842	1.034526					1	0.6749717	0.3250283	0.542	0.458			1.046842
1	0.544	341.8132	1.24379	0.7091628	1.046538	1.034884					1	0.6766218	0.3233782	0.544	0.456			1.046538
1	0.546	341.788	1.242249	0.7086604	1.046234	1.035245					1	0.6782682	0.3217318	0.546	0.454			1.046234
1	0.548	341.7628	1.240713	0.7081618	1.045931	1.035609					1	0.6799108	0.3200892	0.548	0.452			1.045931
1	0.55	341.7377	1.239182	0.707667	1.045627	1.035975					1	0.6815499	0.3184501	0.55	0.45			1.045627
1	0.552	341.7127	1.237654	0.7071759	1.045324	1.036345					1	0.6831852	0.3168148	0.552	0.448			1.045324
1	0.554	341.6877	1.236132	0.7066884	1.045021	1.036718					1	0.684817	0.315183	0.554	0.446			1.045021
1	0.556	341.6627	1.234613	0.7062048	1.044719	1.037093					1	0.6864451	0.3135549	0.556	0.444			1.044719
1	0.558	341.6378	1.2331	0.7057248	1.044416	1.037471					1	0.6880696	0.3119304	0.558	0.442			1.044416
1	0.56	341.613	1.23159	0.7052486	1.044114	1.037853					1	0.6896906	0.3103094	0.56	0.44			1.044114
1	0.562	341.5882	1.230086	0.7047761	1.043813	1.038237					1	0.6913081	0.3086919	0.562	0.438			1.043813
1	0.564	341.5635	1.228585	0.7043074	1.043511	1.038624					1	0.692922	0.307078	0.564	0.436			1.043511
1	0.566	341.5388	1.227089	0.7038424	1.04321	1.039015					1	0.6945324	0.3054676	0.566	0.434			1.04321
1	0.568	341.5142	1.225597	0.7033811	1.04291	1.039408					1	0.6961394	0.3038606	0.568	0.432			1.04291
1	0.57	341.4896	1.22411	0.7029236	1.042609	1.039805					1	0.6977429	0.3022571	0.57	0.43			1.042609
1	0.572	341.4651	1.222627	0.7024698	1.042309	1.040204					1	0.6993429	0.3006571	0.572	0.428			1.042309
1	0.574	341.4406	1.221149	0.7020198	1.04201	1.040607					1	0.7009396	0.2990604	0.574	0.426			1.04201
1	0.576	341.4162	1.219675	0.7015735	1.04171	1.041013					1	0.7025328	0.2974672	0.576	0.424			1.04171
1	0.578	341.3919	1.218205	0.701131	1.041411	1.041422					1	0.7041227	0.2958773	0.578	0.422			1.041411
1	0.58	341.3676	1.21674	0.7006922	1.041113	1.041834					1	0.7057093	0.2942907	0.58	0.42			1.041113
1	0.582	341.3433	1.215279	0.7002571	1.040814	1.042249					1	0.7072925	0.2927075	0.582	0.418			1.040814
1	0.584	341.3192	1.213823	0.6998259	1.040516	1.042668					1	0.7088724	0.2911276	0.584	0.416			1.040516
1	0.586	341.295	1.21237	0.6993984	1.040219	1.043089					1	0.7104491	0.2895509	0.586	0.414			1.040219
1	0.588	341.2709	1.210923	0.6989746	1.039922	1.043514					1	0.7120225	0.2879775	0.588	0.412			1.039922
1	0.59	341.2469	1.209479	0.6985546	1.039625	1.043943					1	0.7135926	0.2864074	0.59	0.41			1.039625
1	0.592	341.2229	1.20804	0.6981384	1.039328	1.044374					1	0.7151595	0.2848405	0.592	0.408			1.039328
1	0.594	341.199	1.206605	0.697726	1.039032	1.044809					1	0.7167233	0.2832767	0.594	0.406			1.039032
1	0.596	341.1752	1.205174	0.6973173	1.038737	1.045247					1	0.7182838	0.2817162	0.596	0.404			1.038737
1	0.598	341.1513	1.203748	0.6969124	1.038442	1.045689					1	0.7198412	0.2801588	0.598	0.402			1.038442
1	0.6	341.1276	1.202326	0.6965113	1.038147	1.046134					1	0.7213955	0.2786045	0.6	0.4			1.038147
1	0.602	341.1039	1.200908	0.6961139	1.037853	1.046582					1	0.7229466	0.2770534	0.602	0.398			1.037853
1	0.604	341.0802	1.199495	0.6957204	1.037559	1.047034					1	0.7244947	0.2755053	0.604	0.396			1.037559
1	0.606	341.0566	1.198085	0.6953307	1.037265	1.047489					1	0.7260397	0.2739603	0.606	0.394			1.037265
1	0.608	341.0331	1.19668	0.6949447	1.036972	1.047948					1	0.7275817	0.2724183	0.608	0.392			1.036972
1	0.61	341.0096	1.19528	0.6945626	1.03668	1.04841					1	0.7291206	0.2708794	0.61	0.39			1.03668
1	0.612	340.9861	1.193883	0.6941842	1.036388	1.048876					1	0.7306565	0.2693435	0.612	0.388			1.036388
1	0.614	340.9627	1.192491	0.6938097	1.036096	1.049345					1	0.7321895	0.2678105	0.614	0.386			1.036096
1	0.616	340.9394	1.191103	0.6934389	1.035805	1.049818					1	0.7337194	0.2662806	0.616	0.384			1.035805
1	0.618	340.9161	1.189719	0.693072	1.035514	1.050295					1	0.7352465	0.2647535	0.618	0.382			1.035514
1	0.62	340.8928	1.18834	0.6927089	1.035224	1.050775					1	0.7367706	0.2632294	0.62	0.38			1.035224
1	0.622	340.8697	1.186964	0.6923497	1.034934	1.051258					1	0.7382918	0.2617082	0.622	0.378			1.034934
1	0.624	340.8465	1.185593	0.6919942	1.034645	1.051746					1	0.7398102	0.2601898	0.624	0.376			1.034645
1	0.626	340.8234	1.184226	0.6916426	1.034356	1.052237					1	0.7413257	0.2586743	0.626	0.374			1.034356
1	0.628	340.8004	1.182864	0.6912949	1.034068	1.052732					1	0.7428383	0.2571617	0.628	0.372			1.034068
1	0.63	340.7774	1.181505	0.6909509	1.03378	1.05323					1	0.7443482	0.2556518	0.63	0.37			1.03378
1	0.632	340.7545	1.180151	0.6906109	1.033493	1.053732					1	0.7458552	0.2541448	0.632	0.368			1.033493
1	0.634	340.7316	1.1788	0.6902746	1.033206	1.054238					1	0.7473595	0.2526405	0.634	0.366			1.033206
1	0.636	340.7088	1.177454	0.6899423	1.03292	1.054748					1	0.748861	0.251139	0.636	0.364			1.03292
1	0.638	340.686	1.176113	0.6896138	1.032635	1.055262					1	0.7503598	0.2496402	0.638	0.362			1.032635
1	0.64	340.6633	1.174775	0.6892892	1.03235	1.05578					1	0.7518559	0.2481441	0.64	0.36			1.03235
1	0.642	340.6406	1.173441	0.6889684	1.032065	1.056301					1	0.7533493	0.2466507	0.642	0.358			1.032065
1	0.644	340.618	1.172112	0.6886516	1.031782	1.056827					1	0.75484	0.24516	0.644	0.356			1.031782
1	0.646	340.5954	1.170787	0.6883386	1.031498	1.057356					1	0.7563281	0.2436719	0.646	0.354			1.031498
1	0.648	340.5728	1.169465	0.6880295	1.031216	1.057889					1	0.7578136	0.2421864	0.648	0.352			1.031216
1	0.65	340.5504	1.168148	0.6877244	1.030933	1.058426					1	0.7592965	0.2407035	0.65	0.35			1.030933
1	0.652	340.5279	1.166836	0.6874231	1.030652	1.058968					1	0.7607768	0.2392232	0.652	0.348			1.030652
1	0.654	340.5056	1.165527	0.6871257	1.030371	1.059513					1	0.7622545	0.2377455	0.654	0.346			1.030371
1	0.656	340.4832	1.164222	0.6868323	1.030091	1.060063					1	0.7637297	0.2362703	0.656	0.344			1.030091
1	0.658	340.461	1.162922	0.6865428	1.029811	1.060616					1	0.7652024	0.2347976	0.658	0.342			1.029811
1	0.66	340.4387	1.161625	0.6862572	1.029532	1.061174					1	0.7666725	0.2333275	0.66	0.34			1.029532
1	0.662	340.4165	1.160333	0.6859756	1.029254	1.061736					1	0.7681403	0.2318597	0.662	0.338			1.029254
1	0.664	340.3944	1.159044	0.6856979	1.028976	1.062302					1	0.7696055	0.2303945	0.664	0.336			1.028976
1	0.666	340.3723	1.15776	0.6854242	1.028699	1.062872					1	0.7710683	0.2289317	0.666	0.334			1.028699
1	0.668	340.3503	1.15648	0.6851544	1.028422	1.063447					1	0.7725287	0.2274713	0.668	0.332			1.028422
1	0.67	340.3283	1.155204	0.6848886	1.028147	1.064026					1	0.7739868	0.2260132	0.67	0.33			1.028147
1	0.672	340.3064	1.153932	0.6846268	1.027872	1.064609					1	0.7754424	0.2245576	0.672	0.328			1.027872
1	0.674	340.2845	1.152664	0.6843689	1.027597	1.065196					1	0.7768957	0.2231043	0.674	0.326			1.027597
1	0.676	340.2627	1.1514	0.6841151	1.027323	1.065788					1	0.7783467	0.2216533	0.676	0.324			1.027323
1	0.678	340.2409	1.150141	0.6838652	1.02705	1.066384					1	0.7797954	0.2202046	0.678	0.322			1.02705
1	0.68	340.2191	1.148885	0.6836194	1.026778	1.066985					1	0.7812418	0.2187582	0.68	0.32			1.026778
1	0.682	340.1974	1.147633	0.6833775	1.026507	1.06759					1	0.7826859	0.2173141	0.682	0.318			1.026507
1	0.684	340.1758	1.146386	0.6831397	1.026236	1.0682					1	0.7841278	0.2158722	0.684	0.316			1.026236
1	0.686	340.1542	1.145142	0.682906	1.025966	1.068814					1	0.7855675	0.2144325	0.686	0.314			1.025966
1	0.688	340.1326	1.143903	0.6826763	1.025696	1.069433					1	0.787005	0.212995	0.688	0.312			1.025696
1	0.69	340.1111	1.142667	0.6824506	1.025428	1.070056					1	0.7884403	0.2115597	0.69	0.31			1.025428
1	0.692	340.0897	1.141436	0.682229	1.02516	1.070684					1	0.7898735	0.2101265	0.692	0.308			1.02516
1	0.694	340.0683	1.140208	0.6820114	1.024893	1.071316					1	0.7913045	0.2086955	0.694	0.306			1.024893
1	0.696	340.0469	1.138985	0.681798	1.024626	1.071954					1	0.7927334	0.2072666	0.696	0.304			1.024626
1	0.698	340.0256	1.137765	0.6815886	1.024361	1.072596					1	0.7941603	0.2058397	0.698	0.302			1.024361
1	0.7	340.0043	1.13655	0.6813833	1.024096	1.073242					1	0.795585	0.204415	0.7	0.3			1.024096
1	0.702	339.9831	1.135339	0.6811821	1.023832	1.073894					1	0.7970077	0.2029923	0.702	0.298			1.023832
1	0.704	339.962	1.134131	0.680985	1.023569	1.07455					1	0.7984284	0.2015716	0.704	0.296			1.023569
1	0.706	339.9408	1.132928	0.6807921	1.023307	1.075211					1	0.7998471	0.2001529	0.706	0.294			1.023307
1	0.708	339.9198	1.131729	0.6806033	1.023045	1.075877					1	0.8012638	0.1987362	0.708	0.292			1.023045
1	0.71	339.8987	1.130533	0.6804187	1.022785	1.076548					1	0.8026786	0.1973214	0.71	0.29			1.022785
1	0.712	339.8778	1.129342	0.6802382	1.022525	1.077224					1	0.8040914	0.1959086	0.712	0.288			1.022525
1	0.714	339.8568	1.128154	0.6800618	1.022266	1.077905					1	0.8055023	0.1944977	0.714	0.286			1.022266
1	0.716	339.8359	1.126971	0.6798897	1.022008	1.07859					1	0.8069113	0.1930887	0.716	0.284			1.022008
1	0.718	339.8151	1.125792	0.6797217	1.021751	1.079281					1	0.8083185	0.1916815	0.718	0.282			1.021751
1	0.72	339.7943	1.124616	0.679558	1.021494	1.079977					1	0.8097238	0.1902762	0.72	0.28			1.021494
1	0.722	339.7735	1.123445	0.6793984	1.021239	1.080678					1	0.8111272	0.1888728	0.722	0.278			1.021239
1	0.724	339.7528	1.122278	0.6792431	1.020984	1.081385					1	0.8125289	0.1874711	0.724	0.276			1.020984
1	0.726	339.7322	1.121114	0.679092	1.020731	1.082096					1	0.8139288	0.1860712	0.726	0.274			1.020731
1	0.728	339.7116	1.119955	0.6789451	1.020478	1.082813					1	0.8153269	0.1846731	0.728	0.272			1.020478
1	0.73	339.691	1.118799	0.6788026	1.020226	1.083535					1	0.8167233	0.1832767	0.73	0.27			1.020226
1	0.732	339.6705	1.117648	0.6786642	1.019976	1.084262					1	0.818118	0.181882	0.732	0.268			1.019976
1	0.734	339.65	1.1165	0.6785302	1.019726	1.084995					1	0.819511	0.180489	0.734	0.266			1.019726
1	0.736	339.6296	1.115356	0.6784005	1.019477	1.085733					1	0.8209023	0.1790977	0.736	0.264			1.019477
1	0.738	339.6092	1.114217	0.678275	1.019229	1.086476					1	0.8222919	0.1777081	0.738	0.262			1.019229
1	0.74	339.5888	1.113081	0.6781539	1.018982	1.087225					1	0.82368	0.17632	0.74	0.26			1.018982
1	0.742	339.5685	1.111949	0.6780371	1.018736	1.087979					1	0.8250664	0.1749336	0.742	0.258			1.018736
1	0.744	339.5483	1.110822	0.6779247	1.018491	1.088739					1	0.8264513	0.1735487	0.744	0.256			1.018491
1	0.746	339.5281	1.109698	0.6778166	1.018247	1.089505					1	0.8278346	0.1721654	0.746	0.254			1.018247
1	0.748	339.5079	1.108578	0.6777129	1.018004	1.090276					1	0.8292163	0.1707837	0.748	0.252			1.018004
1	0.75	339.4878	1.107462	0.6776136	1.017762	1.091052					1	0.8305966	0.1694034	0.75	0.25			1.017762
1	0.752	339.4677	1.10635	0.6775187	1.017522	1.091835					1	0.8319754	0.1680246	0.752	0.248			1.017522
1	0.754	339.4477	1.105242	0.6774282	1.017282	1.092623					1	0.8333527	0.1666473	0.754	0.246			1.017282
1	0.756	339.4277	1.104138	0.6773421	1.017043	1.093417					1	0.8347285	0.1652715	0.756	0.244			1.017043
1	0.758	339.4078	1.103038	0.6772605	1.016806	1.094217					1	0.836103	0.163897	0.758	0.242			1.016806
1	0.76	339.3879	1.101942	0.6771833	1.016569	1.095022					1	0.837476	0.162524	0.76	0.24			1.016569
1	0.762	339.368	1.10085	0.6771106	1.016334	1.095834					1	0.8388477	0.1611523	0.762	0.238			1.016334
1	0.764	339.3482	1.099762	0.6770424	1.016099	1.096651					1	0.840218	0.159782	0.764	0.236			1.016099
1	0.766	339.3285	1.098678	0.6769786	1.015866	1.097475					1	0.841587	0.158413	0.766	0.234			1.015866
1	0.768	339.3087	1.097597	0.6769194	1.015634	1.098304					1	0.8429547	0.1570453	0.768	0.232			1.015634
1	0.77	339.2891	1.096521	0.6768648	1.015403	1.09914					1	0.8443211	0.1556789	0.77	0.23			1.015403
1	0.772	339.2694	1.095449	0.6768147	1.015173	1.099982					1	0.8456863	0.1543137	0.772	0.228			1.015173
1	0.774	339.2499	1.09438	0.6767691	1.014944	1.100829					1	0.8470502	0.1529498	0.774	0.226			1.014944
1	0.776	339.2303	1.093316	0.6767281	1.014717	1.101684					1	0.8484129	0.1515871	0.776	0.224			1.014717
1	0.778	339.2108	1.092255	0.6766918	1.014491	1.102544					1	0.8497744	0.1502256	0.778	0.222			1.014491
1	0.78	339.1913	1.091198	0.67666	1.014266	1.10341					1	0.8511348	0.1488652	0.78	0.22			1.014266
1	0.782	339.1719	1.090146	0.6766329	1.014042	1.104283					1	0.852494	0.147506	0.782	0.218			1.014042
1	0.784	339.1526	1.089097	0.6766104	1.013819	1.105163					1	0.8538522	0.1461478	0.784	0.216			1.013819
1	0.786	339.1332	1.088052	0.6765926	1.013598	1.106049					1	0.8552092	0.1447908	0.786	0.214			1.013598
1	0.788	339.1139	1.087012	0.6765794	1.013377	1.106941					1	0.8565652	0.1434348	0.788	0.212			1.013377
1	0.79	339.0947	1.085975	0.676571	1.013158	1.10784					1	0.8579201	0.1420799	0.79	0.21			1.013158
1	0.792	339.0755	1.084942	0.6765673	1.012941	1.108745					1	0.859274	0.140726	0.792	0.208			1.012941
1	0.794	339.0563	1.083913	0.6765683	1.012724	1.109657					1	0.8606269	0.1393731	0.794	0.206			1.012724
1	0.796	339.0372	1.082888	0.6765741	1.012509	1.110576					1	0.8619789	0.1380211	0.796	0.204			1.012509
1	0.798	339.0181	1.081867	0.6765846	1.012295	1.111501					1	0.8633299	0.1366701	0.798	0.202			1.012295
1	0.8	338.9991	1.08085	0.6766	1.012083	1.112433					1	0.86468	0.13532	0.8	0.2			1.012083
1	0.802	338.9801	1.079837	0.6766201	1.011872	1.113372					1	0.8660292	0.1339708	0.802	0.198			1.011872
1	0.804	338.9612	1.078828	0.6766451	1.011662	1.114318					1	0.8673776	0.1326224	0.804	0.196			1.011662
1	0.806	338.9423	1.077823	0.676675	1.011453	1.115271					1	0.8687251	0.1312749	0.806	0.194			1.011453
1	0.808	338.9234	1.076821	0.6767097	1.011246	1.116231					1	0.8700717	0.1299283	0.808	0.192			1.011246
1	0.81	338.9046	1.075824	0.6767493	1.011041	1.117198					1	0.8714176	0.1285824	0.81	0.19			1.011041
1	0.812	338.8858	1.074831	0.6767938	1.010836	1.118172					1	0.8727628	0.1272372	0.812	0.188			1.010836
1	0.814	338.8671	1.073842	0.6768432	1.010633	1.119153					1	0.8741072	0.1258928	0.814	0.186			1.010633
1	0.816	338.8484	1.072856	0.6768976	1.010432	1.120141					1	0.8754508	0.1245492	0.816	0.184			1.010432
1	0.818	338.8297	1.071875	0.676957	1.010232	1.121137					1	0.8767938	0.1232062	0.818	0.182			1.010232
1	0.82	338.8111	1.070898	0.6770213	1.010033	1.122139					1	0.8781362	0.1218638	0.82	0.18			1.010033
1	0.822	338.7925	1.069924	0.6770907	1.009836	1.123149					1	0.8794779	0.1205221	0.822	0.178			1.009836
1	0.824	338.774	1.068955	0.6771651	1.00964	1.124167					1	0.8808189	0.1191811	0.824	0.176			1.00964
1	0.826	338.7555	1.06799	0.6772446	1.009446	1.125192					1	0.8821594	0.1178406	0.826	0.174			1.009446
1	0.828	338.737	1.067028	0.6773291	1.009253	1.126225					1	0.8834994	0.1165006	0.828	0.172			1.009253
1	0.83	338.7186	1.066071	0.6774188	1.009062	1.127265					1	0.8848388	0.1151612	0.83	0.17			1.009062
1	0.832	338.7003	1.065117	0.6775136	1.008872	1.128313					1	0.8861777	0.1138223	0.832	0.168			1.008872
1	0.834	338.6819	1.064168	0.6776135	1.008684	1.129368					1	0.8875162	0.1124838	0.834	0.166			1.008684
1	0.836	338.6636	1.063223	0.6777187	1.008497	1.130431					1	0.8888541	0.1111459	0.836	0.164			1.008497
1	0.838	338.6454	1.062281	0.677829	1.008312	1.131502					1	0.8901917	0.1098083	0.838	0.162			1.008312
1	0.84	338.6272	1.061344	0.6779445	1.008128	1.132581					1	0.8915289	0.1084711	0.84	0.16			1.008128
1	0.842	338.609	1.060411	0.6780653	1.007946	1.133668					1	0.8928657	0.1071343	0.842	0.158			1.007946
1	0.844	338.5909	1.059481	0.6781914	1.007766	1.134763					1	0.8942021	0.1057979	0.844	0.156			1.007766
1	0.846	338.5728	1.058556	0.6783227	1.007587	1.135866					1	0.8955383	0.1044617	0.846	0.154			1.007587
1	0.848	338.5548	1.057635	0.6784594	1.00741	1.136977					1	0.8968742	0.1031258	0.848	0.152			1.00741
1	0.85	338.5368	1.056717	0.6786015	1.007235	1.138096					1	0.8982098	0.1017902	0.85	0.15			1.007235
1	0.852	338.5188	1.055804	0.6787489	1.007061	1.139223					1	0.8995452	0.1004548	0.852	0.148			1.007061
1	0.854	338.5009	1.054895	0.6789017	1.006889	1.140359					1	0.9008804	0.0991196	0.854	0.146			1.006889
1	0.856	338.483	1.05399	0.6790599	1.006719	1.141503					1	0.9022154	0.0977846	0.856	0.144			1.006719
1	0.858	338.4652	1.053089	0.6792236	1.00655	1.142655					1	0.9035502	0.0964497	0.858	0.142			1.00655
1	0.86	338.4473	1.052192	0.6793928	1.006383	1.143816					1	0.904885	0.0951149	0.86	0.14			1.006383
1	0.862	338.4296	1.051299	0.6795675	1.006218	1.144986					1	0.9062197	0.0937803	0.862	0.138			1.006218
1	0.864	338.4119	1.05041	0.6797477	1.006054	1.146164					1	0.9075543	0.0924456	0.864	0.136			1.006054
1	0.866	338.3942	1.049525	0.6799335	1.005892	1.147351					1	0.9088889	0.091111	0.866	0.134			1.005892
1	0.868	338.3765	1.048645	0.6801249	1.005732	1.148547					1	0.9102235	0.0897764	0.868	0.132			1.005732
1	0.87	338.3589	1.047768	0.6803219	1.005574	1.149751					1	0.9115581	0.0884418	0.87	0.13			1.005574
1	0.872	338.3413	1.046895	0.6805246	1.005418	1.150965					1	0.9128928	0.0871071	0.872	0.128			1.005418
1	0.874	338.3238	1.046027	0.680733	1.005263	1.152187					1	0.9142276	0.0857723	0.874	0.126			1.005263
1	0.876	338.3063	1.045163	0.680947	1.005111	1.153418					1	0.9155626	0.0844374	0.876	0.124			1.005111
1	0.878	338.2889	1.044303	0.6811668	1.00496	1.154659					1	0.9168976	0.0831023	0.878	0.122			1.00496
1	0.88	338.2715	1.043446	0.6813924	1.004811	1.155908					1	0.9182329	0.081767	0.88	0.12			1.004811
1	0.882	338.2541	1.042595	0.6816238	1.004664	1.157167					1	0.9195684	0.0804316	0.882	0.118			1.004664
1	0.884	338.2368	1.041747	0.6818611	1.004519	1.158436					1	0.9209041	0.0790958	0.884	0.116			1.004519
1	0.886	338.2195	1.040903	0.6821042	1.004376	1.159713					1	0.9222401	0.0777598	0.886	0.114			1.004376
