PRES	MOLEFRAC ACETO-01	TOTAL TEMP	TOTAL KVL ACETO-01	TOTAL KVL METHA-01	LIQUID1 GAMMA ACETO-01	LIQUID1 GAMMA METHA-01	LIQUID2 GAMMA ACETO-01	LIQUID2 GAMMA METHA-01	TOTAL KVL2 ACETO-01	TOTAL KVL2 METHA-01	TOTAL BETA	VAPOR MOLEFRAC ACETO-01	VAPOR MOLEFRAC METHA-01	LIQUID1 MOLEFRAC ACETO-01	LIQUID1 MOLEFRAC METHA-01	LIQUID2 MOLEFRAC ACETO-01	LIQUID2 MOLEFRAC METHA-01	LIQUID GAMMA ACETO-01
bar		K															
1	0.434	329.7898	1.23047	0.8232795	1.192775	1.111591					1	0.5340238	0.4659762	0.434	0.566			1.192775
1	0.436	329.7735	1.228282	0.8235268	1.191292	1.112669					1	0.5355309	0.4644691	0.436	0.564			1.191292
1	0.438	329.7574	1.226107	0.8237811	1.189816	1.113753					1	0.537035	0.462965	0.438	0.562			1.189816
1	0.44	329.7413	1.223946	0.8240423	1.188347	1.114843					1	0.5385363	0.4614637	0.44	0.56			1.188347
1	0.442	329.7254	1.221798	0.8243105	1.186885	1.115939					1	0.5400347	0.4599653	0.442	0.558			1.186885
1	0.444	329.7095	1.219663	0.8245857	1.18543	1.117041					1	0.5415304	0.4584696	0.444	0.556			1.18543
1	0.446	329.6938	1.217541	0.8248678	1.183982	1.118149					1	0.5430232	0.4569768	0.446	0.554			1.183982
1	0.448	329.6781	1.215432	0.8251569	1.182541	1.119263					1	0.5445134	0.4554866	0.448	0.552			1.182541
1	0.45	329.6625	1.213335	0.8254529	1.181107	1.120382					1	0.5460009	0.4539991	0.45	0.55			1.181107
1	0.452	329.6471	1.211252	0.8257558	1.17968	1.121508					1	0.5474858	0.4525142	0.452	0.548			1.17968
1	0.454	329.6317	1.209181	0.8260656	1.17826	1.12264					1	0.5489682	0.4510318	0.454	0.546			1.17826
1	0.456	329.6164	1.207123	0.8263824	1.176847	1.123778					1	0.550448	0.449552	0.456	0.544			1.176847
1	0.458	329.6013	1.205077	0.8267061	1.175441	1.124922					1	0.5519253	0.4480747	0.458	0.542			1.175441
1	0.46	329.5862	1.203044	0.8270366	1.174042	1.126072					1	0.5534002	0.4465998	0.46	0.54			1.174042
1	0.462	329.5712	1.201023	0.8273741	1.172649	1.127228					1	0.5548727	0.4451273	0.462	0.538			1.172649
1	0.464	329.5563	1.199015	0.8277185	1.171264	1.128391					1	0.5563429	0.4436571	0.464	0.536			1.171264
1	0.466	329.5415	1.197019	0.8280698	1.169885	1.129559					1	0.5578107	0.4421893	0.466	0.534			1.169885
1	0.468	329.5268	1.195035	0.8284279	1.168513	1.130734					1	0.5592763	0.4407237	0.468	0.532			1.168513
1	0.47	329.5122	1.193063	0.828793	1.167148	1.131914					1	0.5607397	0.4392603	0.47	0.53			1.167148
1	0.472	329.4977	1.191104	0.8291649	1.165789	1.133101					1	0.5622009	0.4377991	0.472	0.528			1.165789
1	0.474	329.4833	1.189156	0.8295437	1.164437	1.134294					1	0.56366	0.43634	0.474	0.526			1.164437
1	0.476	329.4689	1.187221	0.8299294	1.163092	1.135494					1	0.565117	0.434883	0.476	0.524			1.163092
1	0.478	329.4547	1.185297	0.8303219	1.161754	1.136699					1	0.566572	0.433428	0.478	0.522			1.161754
1	0.48	329.4405	1.183385	0.8307213	1.160423	1.137911					1	0.5680249	0.4319751	0.48	0.52			1.160423
1	0.482	329.4265	1.181485	0.8311276	1.159098	1.139129					1	0.5694759	0.4305241	0.482	0.518			1.159098
1	0.484	329.4125	1.179597	0.8315408	1.157779	1.140353					1	0.570925	0.429075	0.484	0.516			1.157779
1	0.486	329.3986	1.17772	0.8319608	1.156468	1.141584					1	0.5723721	0.4276278	0.486	0.514			1.156468
1	0.488	329.3848	1.175856	0.8323877	1.155162	1.142821					1	0.5738175	0.4261825	0.488	0.512			1.155162
1	0.49	329.3711	1.174002	0.8328215	1.153864	1.144064					1	0.5752611	0.4247389	0.49	0.51			1.153864
1	0.492	329.3575	1.17216	0.8332621	1.152572	1.145314					1	0.5767029	0.4232971	0.492	0.508			1.152572
1	0.494	329.344	1.17033	0.8337096	1.151286	1.14657					1	0.578143	0.421857	0.494	0.506			1.151286
1	0.496	329.3305	1.168511	0.8341639	1.150007	1.147832					1	0.5795814	0.4204186	0.496	0.504			1.150007
1	0.498	329.3172	1.166703	0.8346252	1.148735	1.149101					1	0.5810182	0.4189818	0.498	0.502			1.148735
1	0.5	329.3039	1.164907	0.8350933	1.147469	1.150376					1	0.5824534	0.4175466	0.5	0.5			1.147469
1	0.502	329.2908	1.163122	0.8355683	1.14621	1.151658					1	0.583887	0.416113	0.502	0.498			1.14621
1	0.504	329.2777	1.161347	0.8360501	1.144956	1.152946					1	0.5853191	0.4146809	0.504	0.496			1.144956
1	0.506	329.2647	1.159585	0.8365389	1.14371	1.154241					1	0.5867498	0.4132502	0.506	0.494			1.14371
1	0.508	329.2518	1.157833	0.8370345	1.14247	1.155542					1	0.588179	0.411821	0.508	0.492			1.14247
1	0.51	329.239	1.156092	0.837537	1.141236	1.156849					1	0.5896069	0.4103931	0.51	0.49			1.141236
1	0.512	329.2262	1.154362	0.8380463	1.140008	1.158163					1	0.5910334	0.4089666	0.512	0.488			1.140008
1	0.514	329.2136	1.152643	0.8385626	1.138787	1.159484					1	0.5924586	0.4075414	0.514	0.486			1.138787
1	0.516	329.201	1.150935	0.8390858	1.137572	1.160811					1	0.5938825	0.4061175	0.516	0.484			1.137572
1	0.518	329.1885	1.149238	0.8396158	1.136364	1.162145					1	0.5953052	0.4046948	0.518	0.482			1.136364
1	0.52	329.1761	1.147551	0.8401528	1.135162	1.163485					1	0.5967267	0.4032733	0.52	0.48			1.135162
1	0.522	329.1638	1.145875	0.8406966	1.133966	1.164832					1	0.598147	0.401853	0.522	0.478			1.133966
1	0.524	329.1516	1.14421	0.8412474	1.132776	1.166186					1	0.5995662	0.4004338	0.524	0.476			1.132776
1	0.526	329.1394	1.142556	0.8418051	1.131593	1.167546					1	0.6009844	0.3990156	0.526	0.474			1.131593
1	0.528	329.1274	1.140912	0.8423698	1.130416	1.168913					1	0.6024015	0.3975985	0.528	0.472			1.130416
1	0.53	329.1154	1.139278	0.8429413	1.129245	1.170287					1	0.6038176	0.3961824	0.53	0.47			1.129245
1	0.532	329.1035	1.137656	0.8435198	1.12808	1.171668					1	0.6052327	0.3947673	0.532	0.468			1.12808
1	0.534	329.0917	1.136043	0.8441052	1.126921	1.173055					1	0.606647	0.393353	0.534	0.466			1.126921
1	0.536	329.08	1.134441	0.8446976	1.125769	1.174449					1	0.6080603	0.3919397	0.536	0.464			1.125769
1	0.538	329.0683	1.132849	0.845297	1.124622	1.175849					1	0.6094728	0.3905272	0.538	0.462			1.124622
1	0.54	329.0568	1.131268	0.8459033	1.123482	1.177257					1	0.6108845	0.3891155	0.54	0.46			1.123482
1	0.542	329.0453	1.129696	0.8465165	1.122348	1.178671					1	0.6122954	0.3877046	0.542	0.458			1.122348
1	0.544	329.0339	1.128135	0.8471368	1.12122	1.180093					1	0.6137056	0.3862944	0.544	0.456			1.12122
1	0.546	329.0226	1.126584	0.8477641	1.120098	1.181521					1	0.6151151	0.3848849	0.546	0.454			1.120098
1	0.548	329.0114	1.125044	0.8483983	1.118982	1.182956					1	0.616524	0.383476	0.548	0.452			1.118982
1	0.55	329.0002	1.123513	0.8490396	1.117873	1.184397					1	0.6179322	0.3820678	0.55	0.45			1.117873
1	0.552	328.9892	1.121992	0.8496879	1.116769	1.185846					1	0.6193398	0.3806602	0.552	0.448			1.116769
1	0.554	328.9782	1.120482	0.8503432	1.115671	1.187302					1	0.6207469	0.3792531	0.554	0.446			1.115671
1	0.556	328.9673	1.118981	0.8510055	1.114579	1.188764					1	0.6221535	0.3778465	0.556	0.444			1.114579
1	0.558	328.9565	1.11749	0.851675	1.113494	1.190234					1	0.6235597	0.3764403	0.558	0.442			1.113494
1	0.56	328.9457	1.11601	0.8523514	1.112414	1.191711					1	0.6249654	0.3750346	0.56	0.44			1.112414
1	0.562	328.9351	1.114539	0.853035	1.11134	1.193194					1	0.6263707	0.3736293	0.562	0.438			1.11134
1	0.564	328.9245	1.113077	0.8537256	1.110272	1.194685					1	0.6277756	0.3722244	0.564	0.436			1.110272
1	0.566	328.914	1.111626	0.8544233	1.10921	1.196183					1	0.6291803	0.3708197	0.566	0.434			1.10921
1	0.568	328.9036	1.110184	0.8551282	1.108154	1.197688					1	0.6305846	0.3694154	0.568	0.432			1.108154
1	0.57	328.8932	1.108752	0.8558401	1.107103	1.1992					1	0.6319888	0.3680112	0.57	0.43			1.107103
1	0.572	328.883	1.10733	0.8565592	1.106059	1.200719					1	0.6333927	0.3666073	0.572	0.428			1.106059
1	0.574	328.8728	1.105917	0.8572854	1.10502	1.202245					1	0.6347964	0.3652036	0.574	0.426			1.10502
1	0.576	328.8627	1.104514	0.8580188	1.103988	1.203779					1	0.6362	0.3638	0.576	0.424			1.103988
1	0.578	328.8527	1.10312	0.8587594	1.102961	1.20532					1	0.6376035	0.3623965	0.578	0.422			1.102961
1	0.58	328.8428	1.101736	0.8595072	1.10194	1.206868					1	0.639007	0.360993	0.58	0.42			1.10194
1	0.582	328.8329	1.100362	0.8602622	1.100925	1.208423					1	0.6404104	0.3595896	0.582	0.418			1.100925
1	0.584	328.8231	1.098996	0.8610244	1.099915	1.209985					1	0.6418139	0.3581861	0.584	0.416			1.099915
1	0.586	328.8134	1.097641	0.8617938	1.098911	1.211555					1	0.6432174	0.3567826	0.586	0.414			1.098911
1	0.588	328.8038	1.096294	0.8625705	1.097913	1.213132					1	0.644621	0.355379	0.588	0.412			1.097913
1	0.59	328.7943	1.094957	0.8633545	1.096921	1.214717					1	0.6460247	0.3539753	0.59	0.41			1.096921
1	0.592	328.7848	1.093629	0.8641457	1.095935	1.216308					1	0.6474286	0.3525714	0.592	0.408			1.095935
1	0.594	328.7755	1.092311	0.8649442	1.094954	1.217907					1	0.6488326	0.3511674	0.594	0.406			1.094954
1	0.596	328.7662	1.091002	0.8657501	1.093979	1.219514					1	0.650237	0.349763	0.596	0.404			1.093979
1	0.598	328.7569	1.089702	0.8665633	1.093009	1.221128					1	0.6516416	0.3483584	0.598	0.402			1.093009
1	0.6	328.7478	1.088411	0.8673838	1.092045	1.22275					1	0.6530465	0.3469535	0.6	0.4			1.092045
1	0.602	328.7388	1.087129	0.8682118	1.091087	1.224379					1	0.6544517	0.3455483	0.602	0.398			1.091087
1	0.604	328.7298	1.085857	0.8690471	1.090135	1.226015					1	0.6558574	0.3441426	0.604	0.396			1.090135
1	0.606	328.7209	1.084593	0.8698898	1.089188	1.227659					1	0.6572634	0.3427366	0.606	0.394			1.089188
1	0.608	328.712	1.083339	0.8707399	1.088247	1.229311					1	0.6586699	0.3413301	0.608	0.392			1.088247
1	0.61	328.7033	1.082093	0.8715975	1.087311	1.23097					1	0.660077	0.339923	0.61	0.39			1.087311
1	0.612	328.6946	1.080857	0.8724626	1.086381	1.232636					1	0.6614845	0.3385155	0.612	0.388			1.086381
1	0.614	328.6861	1.07963	0.8733352	1.085456	1.234311					1	0.6628926	0.3371074	0.614	0.386			1.085456
1	0.616	328.6776	1.078411	0.8742152	1.084537	1.235993					1	0.6643013	0.3356987	0.616	0.384			1.084537
1	0.618	328.6691	1.077202	0.8751028	1.083624	1.237682					1	0.6657107	0.3342893	0.618	0.382			1.083624
1	0.62	328.6608	1.076001	0.875998	1.082716	1.23938					1	0.6671208	0.3328792	0.62	0.38			1.082716
1	0.622	328.6525	1.07481	0.8769007	1.081814	1.241085					1	0.6685315	0.3314685	0.622	0.378			1.081814
1	0.624	328.6443	1.073627	0.877811	1.080917	1.242798					1	0.6699431	0.3300569	0.624	0.376			1.080917
1	0.626	328.6362	1.072453	0.878729	1.080026	1.244518					1	0.6713554	0.3286446	0.626	0.374			1.080026
1	0.628	328.6282	1.071287	0.8796545	1.07914	1.246247					1	0.6727685	0.3272315	0.628	0.372			1.07914
1	0.63	328.6202	1.070131	0.8805878	1.078259	1.247983					1	0.6741825	0.3258175	0.63	0.37			1.078259
1	0.632	328.6124	1.068983	0.8815287	1.077385	1.249727					1	0.6755974	0.3244026	0.632	0.368			1.077385
1	0.634	328.6046	1.067844	0.8824774	1.076515	1.251479					1	0.6770133	0.3229867	0.634	0.366			1.076515
1	0.636	328.5968	1.066714	0.8834337	1.075651	1.253239					1	0.6784301	0.3215699	0.636	0.364			1.075651
1	0.638	328.5892	1.065592	0.8843979	1.074792	1.255007					1	0.679848	0.320152	0.638	0.362			1.074792
1	0.64	328.5816	1.064479	0.8853698	1.073939	1.256783					1	0.6812669	0.3187331	0.64	0.36			1.073939
1	0.642	328.5742	1.063375	0.8863496	1.073091	1.258567					1	0.6826869	0.3173131	0.642	0.358			1.073091
1	0.644	328.5668	1.062279	0.8873371	1.072249	1.260359					1	0.684108	0.315892	0.644	0.356			1.072249
1	0.646	328.5595	1.061192	0.8883326	1.071412	1.262158					1	0.6855303	0.3144697	0.646	0.354			1.071412
1	0.648	328.5522	1.060114	0.8893359	1.07058	1.263966					1	0.6869538	0.3130462	0.648	0.352			1.07058
1	0.65	328.5451	1.059044	0.8903472	1.069754	1.265782					1	0.6883785	0.3116215	0.65	0.35			1.069754
1	0.652	328.538	1.057982	0.8913664	1.068933	1.267607					1	0.6898045	0.3101955	0.652	0.348			1.068933
1	0.654	328.531	1.056929	0.8923936	1.068117	1.269439					1	0.6912318	0.3087682	0.654	0.346			1.068117
1	0.656	328.5241	1.055885	0.8934287	1.067306	1.271279					1	0.6926605	0.3073395	0.656	0.344			1.067306
1	0.658	328.5172	1.054849	0.894472	1.066501	1.273128					1	0.6940906	0.3059094	0.658	0.342			1.066501
1	0.66	328.5105	1.053821	0.8955232	1.065702	1.274985					1	0.6955221	0.3044779	0.66	0.34			1.065702
1	0.662	328.5038	1.052802	0.8965826	1.064907	1.27685					1	0.6969551	0.3030449	0.662	0.338			1.064907
1	0.664	328.4972	1.051792	0.8976501	1.064118	1.278723					1	0.6983896	0.3016104	0.664	0.336			1.064118
1	0.666	328.4907	1.050789	0.8987257	1.063334	1.280605					1	0.6998256	0.3001744	0.666	0.334			1.063334
1	0.668	328.4842	1.049795	0.8998095	1.062555	1.282495					1	0.7012632	0.2987368	0.668	0.332			1.062555
1	0.67	328.4779	1.04881	0.9009016	1.061782	1.284394					1	0.7027025	0.2972975	0.67	0.33			1.061782
1	0.672	328.4716	1.047832	0.9020019	1.061013	1.286301					1	0.7041434	0.2958566	0.672	0.328			1.061013
1	0.674	328.4654	1.046864	0.9031104	1.06025	1.288216					1	0.705586	0.294414	0.674	0.326			1.06025
1	0.676	328.4593	1.045903	0.9042273	1.059492	1.29014					1	0.7070304	0.2929696	0.676	0.324			1.059492
1	0.678	328.4533	1.044951	0.9053525	1.05874	1.292072					1	0.7084765	0.2915235	0.678	0.322			1.05874
1	0.68	328.4473	1.044007	0.9064861	1.057992	1.294013					1	0.7099245	0.2900755	0.68	0.32			1.057992
1	0.682	328.4414	1.043071	0.9076281	1.05725	1.295962					1	0.7113743	0.2886257	0.682	0.318			1.05725
1	0.684	328.4356	1.042143	0.9087785	1.056513	1.29792					1	0.712826	0.287174	0.684	0.316			1.056513
1	0.686	328.4299	1.041224	0.9099374	1.055781	1.299886					1	0.7142796	0.2857204	0.686	0.314			1.055781
1	0.688	328.4243	1.040313	0.9111049	1.055054	1.301861					1	0.7157352	0.2842648	0.688	0.312			1.055054
1	0.69	328.4188	1.03941	0.9122809	1.054332	1.303845					1	0.7171929	0.2828071	0.69	0.31			1.054332
1	0.692	328.4133	1.038515	0.9134654	1.053615	1.305838					1	0.7186526	0.2813474	0.692	0.308			1.053615
1	0.694	328.4079	1.037629	0.9146586	1.052904	1.307839					1	0.7201144	0.2798856	0.694	0.306			1.052904
1	0.696	328.4026	1.036751	0.9158605	1.052198	1.309849					1	0.7215784	0.2784216	0.696	0.304			1.052198
1	0.698	328.3974	1.03588	0.9170711	1.051496	1.311868					1	0.7230445	0.2769555	0.698	0.302			1.051496
1	0.7	328.3923	1.035018	0.9182904	1.0508	1.313895					1	0.7245128	0.2754872	0.7	0.3			1.0508
1	0.702	328.3873	1.034165	0.9195184	1.050109	1.315931					1	0.7259835	0.2740165	0.702	0.298			1.050109
1	0.704	328.3823	1.033319	0.9207553	1.049423	1.317977					1	0.7274564	0.2725436	0.704	0.296			1.049423
1	0.706	328.3774	1.032481	0.9220011	1.048742	1.320031					1	0.7289316	0.2710684	0.706	0.294			1.048742
1	0.708	328.3726	1.031652	0.9232557	1.048066	1.322094					1	0.7304093	0.2695907	0.708	0.292			1.048066
1	0.71	328.3679	1.03083	0.9245193	1.047395	1.324166					1	0.7318894	0.2681106	0.71	0.29			1.047395
1	0.712	328.3633	1.030017	0.9257919	1.046729	1.326247					1	0.7333719	0.2666281	0.712	0.288			1.046729
1	0.714	328.3588	1.029211	0.9270734	1.046068	1.328337					1	0.734857	0.265143	0.714	0.286			1.046068
1	0.716	328.3543	1.028414	0.9283641	1.045412	1.330436					1	0.7363446	0.2636554	0.716	0.284			1.045412
1	0.718	328.3499	1.027625	0.9296638	1.044761	1.332545					1	0.7378348	0.2621652	0.718	0.282			1.044761
1	0.72	328.3457	1.026844	0.9309727	1.044115	1.334662					1	0.7393276	0.2606724	0.72	0.28			1.044115
1	0.722	328.3415	1.026071	0.9322908	1.043474	1.336788					1	0.7408231	0.2591769	0.722	0.278			1.043474
1	0.724	328.3373	1.025306	0.9336181	1.042839	1.338924					1	0.7423214	0.2576786	0.724	0.276			1.042839
1	0.726	328.3333	1.024549	0.9349547	1.042208	1.341069					1	0.7438224	0.2561776	0.726	0.274			1.042208
1	0.728	328.3294	1.0238	0.9363006	1.041582	1.343223					1	0.7453262	0.2546738	0.728	0.272			1.041582
1	0.73	328.3255	1.023059	0.9376559	1.04096	1.345387					1	0.7468329	0.2531671	0.73	0.27			1.04096
1	0.732	328.3218	1.022326	0.9390206	1.040344	1.34756					1	0.7483424	0.2516576	0.732	0.268			1.040344
1	0.734	328.3181	1.021601	0.9403948	1.039733	1.349742					1	0.749855	0.250145	0.734	0.266			1.039733
1	0.736	328.3145	1.020884	0.9417785	1.039127	1.351933					1	0.7513705	0.2486295	0.736	0.264			1.039127
1	0.738	328.311	1.020175	0.9431717	1.038526	1.354134					1	0.752889	0.247111	0.738	0.262			1.038526
1	0.74	328.3076	1.019474	0.9445746	1.037929	1.356345					1	0.7544106	0.2455894	0.74	0.26			1.037929
1	0.742	328.3043	1.018781	0.9459871	1.037338	1.358565					1	0.7559353	0.2440647	0.742	0.258			1.037338
1	0.744	328.3011	1.018096	0.9474093	1.036751	1.360794					1	0.7574632	0.2425368	0.744	0.256			1.036751
1	0.746	328.2979	1.017419	0.9488413	1.036169	1.363033					1	0.7589943	0.2410057	0.746	0.254			1.036169
1	0.748	328.2949	1.01675	0.9502831	1.035592	1.365282					1	0.7605286	0.2394714	0.748	0.252			1.035592
1	0.75	328.2919	1.016088	0.9517348	1.03502	1.36754					1	0.7620663	0.2379337	0.75	0.25			1.03502
1	0.752	328.289	1.015435	0.9531963	1.034453	1.369808					1	0.7636073	0.2363927	0.752	0.248			1.034453
1	0.754	328.2863	1.01479	0.9546679	1.033891	1.372085					1	0.7651517	0.2348483	0.754	0.246			1.033891
1	0.756	328.2836	1.014153	0.9561495	1.033333	1.374373					1	0.7666995	0.2333005	0.756	0.244			1.033333
1	0.758	328.281	1.013524	0.9576411	1.032781	1.37667					1	0.7682508	0.2317492	0.758	0.242			1.032781
1	0.76	328.2785	1.012902	0.9591429	1.032233	1.378976					1	0.7698057	0.2301943	0.76	0.24			1.032233
1	0.762	328.2761	1.012289	0.9606548	1.03169	1.381293					1	0.7713641	0.2286359	0.762	0.238			1.03169
1	0.764	328.2737	1.011684	0.962177	1.031152	1.38362					1	0.7729262	0.2270738	0.764	0.236			1.031152
1	0.766	328.2715	1.011086	0.9637095	1.030618	1.385956					1	0.7744919	0.2255081	0.766	0.234			1.030618
1	0.768	328.2694	1.010497	0.9652524	1.03009	1.388302					1	0.7760614	0.2239386	0.768	0.232			1.03009
1	0.77	328.2674	1.009915	0.9668057	1.029566	1.390659					1	0.7776347	0.2223653	0.77	0.23			1.029566
1	0.772	328.2654	1.009342	0.9683694	1.029047	1.393025					1	0.7792117	0.2207882	0.772	0.228			1.029047
1	0.774	328.2636	1.008776	0.9699437	1.028533	1.395402					1	0.7807927	0.2192073	0.774	0.226			1.028533
1	0.776	328.2618	1.008219	0.9715286	1.028023	1.397788					1	0.7823776	0.2176224	0.776	0.224			1.028023
1	0.778	328.2602	1.007669	0.9731241	1.027519	1.400185					1	0.7839664	0.2160336	0.778	0.222			1.027519
1	0.78	328.2586	1.007127	0.9747304	1.027019	1.402591					1	0.7855593	0.2144407	0.78	0.22			1.027019
1	0.782	328.2572	1.006594	0.9763474	1.026524	1.405008					1	0.7871562	0.2128438	0.782	0.218			1.026524
1	0.784	328.2558	1.006068	0.9779753	1.026033	1.407436					1	0.7887573	0.2112427	0.784	0.216			1.026033
1	0.786	328.2545	1.00555	0.9796141	1.025548	1.409873					1	0.7903626	0.2096374	0.786	0.214			1.025548
1	0.788	328.2534	1.005041	0.9812639	1.025067	1.412321					1	0.791972	0.208028	0.788	0.212			1.025067
1	0.79	328.2523	1.004539	0.9829246	1.024591	1.414779					1	0.7935858	0.2064142	0.79	0.21			1.024591
1	0.792	328.2513	1.004045	0.9845965	1.024119	1.417247					1	0.7952039	0.2047961	0.792	0.208			1.024119
1	0.794	328.2505	1.00356	0.9862796	1.023652	1.419726					1	0.7968264	0.2031736	0.794	0.206			1.023652
1	0.796	328.2497	1.003082	0.9879739	1.02319	1.422216					1	0.7984533	0.2015467	0.796	0.204			1.02319
1	0.798	328.2491	1.002612	0.9896795	1.022733	1.424715					1	0.8000847	0.1999153	0.798	0.202			1.022733
1	0.8	328.2485	1.002151	0.9913965	1.02228	1.427226					1	0.8017207	0.1982793	0.8	0.2			1.02228
1	0.802	328.248	1.001697	0.9931249	1.021832	1.429747					1	0.8033613	0.1966388	0.802	0.198			1.021832
1	0.804	328.2477	1.001252	0.9948649	1.021389	1.432278					1	0.8050065	0.1949935	0.804	0.196			1.021389
1	0.806	328.2474	1.000814	0.9966164	1.020951	1.43482					1	0.8066564	0.1933436	0.806	0.194			1.020951
1	0.808	328.2473	1.000385	0.9983796	1.020517	1.437373					1	0.8083111	0.1916889	0.808	0.192			1.020517
1	0.81	328.2472	0.9999638	1.000155	1.020087	1.439937					1	0.8099706	0.1900294	0.81	0.19			1.020087
1	0.812	328.2473	0.9995505	1.001941	1.019663	1.442511					1	0.811635	0.188365	0.812	0.188			1.019663
1	0.814	328.2475	0.9991454	1.00374	1.019243	1.445096					1	0.8133044	0.1866956	0.814	0.186			1.019243
1	0.816	328.2477	0.9987484	1.005551	1.018828	1.447692					1	0.8149787	0.1850213	0.816	0.184			1.018828
1	0.818	328.2481	0.9983595	1.007373	1.018417	1.450299					1	0.8166581	0.1833419	0.818	0.182			1.018417
1	0.82	328.2486	0.9979788	1.009208	1.018011	1.452917					1	0.8183426	0.1816574	0.82	0.18			1.018011
1	0.822	328.2492	0.9976061	1.011055	1.01761	1.455546					1	0.8200322	0.1799678	0.822	0.178			1.01761
1	0.824	328.2499	0.9972417	1.012914	1.017213	1.458185					1	0.8217271	0.1782729	0.824	0.176			1.017213
1	0.826	328.2507	0.9968854	1.014786	1.016821	1.460836					1	0.8234273	0.1765727	0.826	0.174			1.016821
1	0.828	328.2517	0.9965372	1.01667	1.016434	1.463498					1	0.8251328	0.1748672	0.828	0.172			1.016434
1	0.83	328.2527	0.9961973	1.018566	1.016051	1.466171					1	0.8268438	0.1731562	0.83	0.17			1.016051
1	0.832	328.2538	0.9958656	1.020475	1.015673	1.468855					1	0.8285602	0.1714398	0.832	0.168			1.015673
1	0.834	328.2551	0.9955421	1.022397	1.015299	1.47155					1	0.8302821	0.1697179	0.834	0.166			1.015299
1	0.836	328.2565	0.9952268	1.024332	1.01493	1.474257					1	0.8320096	0.1679904	0.836	0.164			1.01493
1	0.838	328.258	0.9949198	1.026279	1.014566	1.476975					1	0.8337428	0.1662572	0.838	0.162			1.014566
1	0.84	328.2596	0.9946211	1.028239	1.014206	1.479704					1	0.8354817	0.1645183	0.84	0.16			1.014206
1	0.842	328.2613	0.9943306	1.030213	1.013851	1.482444					1	0.8372264	0.1627736	0.842	0.158			1.013851
1	0.844	328.2631	0.9940485	1.032199	1.0135	1.485196					1	0.8389769	0.1610231	0.844	0.156			1.0135
1	0.846	328.2651	0.9937747	1.034199	1.013154	1.487959					1	0.8407334	0.1592667	0.846	0.154			1.013154
1	0.848	328.2671	0.9935092	1.036212	1.012812	1.490734					1	0.8424958	0.1575042	0.848	0.152			1.012812
1	0.85	328.2693	0.993252	1.038238	1.012475	1.493521					1	0.8442642	0.1557358	0.85	0.15			1.012475
1	0.852	328.2716	0.9930033	1.040278	1.012143	1.496318					1	0.8460388	0.1539612	0.852	0.148			1.012143
1	0.854	328.274	0.9927629	1.042332	1.011815	1.499128					1	0.8478195	0.1521805	0.854	0.146			1.011815
1	0.856	328.2766	0.992531	1.044399	1.011492	1.501949					1	0.8496065	0.1503935	0.856	0.144			1.011492
1	0.858	328.2793	0.9923075	1.04648	1.011173	1.504782					1	0.8513998	0.1486002	0.858	0.142			1.011173
1	0.86	328.282	0.9920925	1.048575	1.010859	1.507627					1	0.8531995	0.1468005	0.86	0.14			1.010859
1	0.862	328.285	0.9918859	1.050684	1.01055	1.510483					1	0.8550056	0.1449944	0.862	0.138			1.01055
1	0.864	328.288	0.9916878	1.052807	1.010245	1.513351					1	0.8568183	0.1431817	0.864	0.136			1.010245
1	0.866	328.2911	0.9914983	1.054944	1.009944	1.516231					1	0.8586375	0.1413625	0.866	0.134			1.009944
1	0.868	328.2944	0.9913173	1.057095	1.009648	1.519123					1	0.8604634	0.1395366	0.868	0.132			1.009648
1	0.87	328.2978	0.9911449	1.059261	1.009357	1.522027					1	0.8622961	0.1377039	0.87	0.13			1.009357
1	0.872	328.3014	0.9909811	1.061441	1.00907	1.524943					1	0.8641355	0.1358645	0.872	0.128			1.00907
1	0.874	328.305	0.9908259	1.063636	1.008787	1.527871					1	0.8659819	0.1340181	0.874	0.126			1.008787
1	0.876	328.3088	0.9906794	1.065845	1.008509	1.530811					1	0.8678352	0.1321648	0.876	0.124			1.008509
1	0.878	328.3128	0.9905416	1.06807	1.008236	1.533763					1	0.8696955	0.1303045	0.878	0.122			1.008236
1	0.88	328.3168	0.9904124	1.070309	1.007967	1.536727					1	0.8715629	0.1284371	0.88	0.12			1.007967
1	0.882	328.321	0.990292	1.072563	1.007703	1.539704					1	0.8734375	0.1265625	0.882	0.118			1.007703
1	0.884	328.3253	0.9901803	1.074833	1.007443	1.542693					1	0.8753194	0.1246806	0.884	0.116			1.007443
1	0.886	328.3298	0.9900774	1.077118	1.007188	1.545694					1	0.8772086	0.1227914	0.886	0.114			1.007188
1	0.888	328.3344	0.9899834	1.079418	1.006937	1.548707					1	0.8791052	0.1208948	0.888	0.112			1.006937
1	0.89	328.3391	0.9898981	1.081733	1.006691	1.551733					1	0.8810093	0.1189907	0.89	0.11			1.006691
1	0.892	328.344	0.9898218	1.084065	1.006449	1.554771					1	0.882921	0.117079	0.892	0.108			1.006449
1	0.894	328.3489	0.9897543	1.086412	1.006211	1.557822					1	0.8848404	0.1151596	0.894	0.106			1.006211
1	0.896	328.3541	0.9896958	1.088774	1.005979	1.560885					1	0.8867675	0.1132325	0.896	0.104			1.005979
1	0.898	328.3594	0.9896463	1.091153	1.00575	1.563961					1	0.8887024	0.1112976	0.898	0.102			1.00575
