PRES	MOLEFRAC ACETO-01	TOTAL TEMP	TOTAL KVL ACETO-01	TOTAL KVL ETHAN-01	LIQUID1 GAMMA ACETO-01	LIQUID1 GAMMA ETHAN-01	LIQUID2 GAMMA ACETO-01	LIQUID2 GAMMA ETHAN-01	TOTAL KVL2 ACETO-01	TOTAL KVL2 ETHAN-01	TOTAL BETA	VAPOR MOLEFRAC ACETO-01	VAPOR MOLEFRAC ETHAN-01	LIQUID1 MOLEFRAC ACETO-01	LIQUID1 MOLEFRAC ETHAN-01	LIQUID2 MOLEFRAC ACETO-01	LIQUID2 MOLEFRAC ETHAN-01	LIQUID GAMMA ETHAN-01
bar		C															
1	0.426	61.64387	1.554263	0.5886482	1.280496	1.161741					1	0.6621159	0.3378841	0.426	0.574			1.161741
1	0.428	61.61027	1.549853	0.5885719	1.278229	1.163318					1	0.6633369	0.3366631	0.428	0.572			1.163318
1	0.43	61.57684	1.545473	0.5885029	1.275975	1.164904					1	0.6645534	0.3354466	0.43	0.57			1.164904
1	0.432	61.54356	1.541124	0.5884412	1.273733	1.166499					1	0.6657654	0.3342346	0.432	0.568			1.166499
1	0.434	61.51045	1.536804	0.5883867	1.271504	1.168102					1	0.6669732	0.3330268	0.434	0.566			1.168102
1	0.436	61.47749	1.532515	0.5883394	1.269288	1.169714					1	0.6681766	0.3318234	0.436	0.564			1.169714
1	0.438	61.44468	1.528255	0.5882992	1.267084	1.171335					1	0.6693759	0.3306241	0.438	0.562			1.171335
1	0.44	61.41203	1.524025	0.5882662	1.264893	1.172965					1	0.670571	0.329429	0.44	0.56			1.172965
1	0.442	61.37953	1.519823	0.5882402	1.262714	1.174604					1	0.671762	0.328238	0.442	0.558			1.174604
1	0.444	61.34719	1.515651	0.5882213	1.260547	1.176252					1	0.672949	0.327051	0.444	0.556			1.176252
1	0.446	61.31499	1.511507	0.5882093	1.258393	1.177909					1	0.674132	0.325868	0.446	0.554			1.177909
1	0.448	61.28293	1.507391	0.5882044	1.256251	1.179575					1	0.6753112	0.3246888	0.448	0.552			1.179575
1	0.45	61.25103	1.503303	0.5882063	1.254121	1.18125					1	0.6764865	0.3235135	0.45	0.55			1.18125
1	0.452	61.21927	1.499244	0.5882152	1.252003	1.182933					1	0.6776581	0.3223419	0.452	0.548			1.182933
1	0.454	61.18765	1.495211	0.5882309	1.249897	1.184626					1	0.6788259	0.3211741	0.454	0.546			1.184626
1	0.456	61.15617	1.491206	0.5882534	1.247803	1.186328					1	0.6799901	0.3200099	0.456	0.544			1.186328
1	0.458	61.12484	1.487229	0.5882827	1.245721	1.18804					1	0.6811508	0.3188492	0.458	0.542			1.18804
1	0.46	61.09364	1.483278	0.5883188	1.243652	1.18976					1	0.6823079	0.3176921	0.46	0.54			1.18976
1	0.462	61.06259	1.479354	0.5883616	1.241593	1.19149					1	0.6834615	0.3165385	0.462	0.538			1.19149
1	0.464	61.03167	1.475456	0.5884111	1.239547	1.193228					1	0.6846117	0.3153883	0.464	0.536			1.193228
1	0.466	61.00088	1.471585	0.5884672	1.237513	1.194976					1	0.6857585	0.3142415	0.466	0.534			1.194976
1	0.468	60.97023	1.467739	0.58853	1.23549	1.196734					1	0.686902	0.313098	0.468	0.532			1.196734
1	0.47	60.93972	1.46392	0.5885994	1.233478	1.1985					1	0.6880423	0.3119577	0.47	0.53			1.1985
1	0.472	60.90933	1.460126	0.5886753	1.231479	1.200276					1	0.6891794	0.3108206	0.472	0.528			1.200276
1	0.474	60.87908	1.456357	0.5887578	1.229491	1.202062					1	0.6903134	0.3096866	0.474	0.526			1.202062
1	0.476	60.84895	1.452614	0.5888468	1.227514	1.203856					1	0.6914443	0.3085557	0.476	0.524			1.203856
1	0.478	60.81895	1.448896	0.5889423	1.225548	1.205661					1	0.6925721	0.3074279	0.478	0.522			1.205661
1	0.48	60.78908	1.445202	0.5890442	1.223595	1.207474					1	0.693697	0.306303	0.48	0.52			1.207474
1	0.482	60.75934	1.441533	0.5891526	1.221652	1.209297					1	0.694819	0.305181	0.482	0.518			1.209297
1	0.484	60.72972	1.437888	0.5892674	1.219721	1.21113					1	0.695938	0.304062	0.484	0.516			1.21113
1	0.486	60.70022	1.434268	0.5893885	1.2178	1.212972					1	0.6970543	0.3029457	0.486	0.514			1.212972
1	0.488	60.67085	1.430672	0.589516	1.215891	1.214824					1	0.6981678	0.3018322	0.488	0.512			1.214824
1	0.49	60.6416	1.427099	0.5896499	1.213993	1.216685					1	0.6992786	0.3007214	0.49	0.51			1.216685
1	0.492	60.61246	1.42355	0.58979	1.212107	1.218557					1	0.7003867	0.2996133	0.492	0.508			1.218557
1	0.494	60.58345	1.420025	0.5899365	1.210231	1.220437					1	0.7014922	0.2985078	0.494	0.506			1.220437
1	0.496	60.55456	1.416522	0.5900891	1.208366	1.222328					1	0.7025951	0.2974049	0.496	0.504			1.222328
1	0.498	60.52578	1.413043	0.5902481	1.206512	1.224228					1	0.7036955	0.2963045	0.498	0.502			1.224228
1	0.5	60.49712	1.409587	0.5904132	1.204669	1.226138					1	0.7047934	0.2952066	0.5	0.5			1.226138
1	0.502	60.46857	1.406153	0.5905845	1.202836	1.228058					1	0.7058889	0.2941111	0.502	0.498			1.228058
1	0.504	60.44014	1.402742	0.590762	1.201015	1.229987					1	0.706982	0.293018	0.504	0.496			1.229987
1	0.506	60.41182	1.399353	0.5909457	1.199204	1.231927					1	0.7080729	0.2919271	0.506	0.494			1.231927
1	0.508	60.38361	1.395987	0.5911354	1.197404	1.233876					1	0.7091614	0.2908386	0.508	0.492			1.233876
1	0.51	60.35551	1.392642	0.5913313	1.195614	1.235836					1	0.7102477	0.2897523	0.51	0.49			1.235836
1	0.512	60.32752	1.38932	0.5915333	1.193835	1.237805					1	0.7113318	0.2886682	0.512	0.488			1.237805
1	0.514	60.29965	1.386019	0.5917413	1.192067	1.239784					1	0.7124137	0.2875863	0.514	0.486			1.239784
1	0.516	60.27187	1.382739	0.5919554	1.190309	1.241774					1	0.7134936	0.2865064	0.516	0.484			1.241774
1	0.518	60.24421	1.379481	0.5921756	1.188561	1.243773					1	0.7145714	0.2854286	0.518	0.482			1.243773
1	0.52	60.21665	1.376245	0.5924017	1.186824	1.245783					1	0.7156472	0.2843528	0.52	0.48			1.245783
1	0.522	60.1892	1.373029	0.5926339	1.185097	1.247803					1	0.716721	0.283279	0.522	0.478			1.247803
1	0.524	60.16186	1.369834	0.592872	1.183381	1.249833					1	0.7177929	0.2822071	0.524	0.476			1.249833
1	0.526	60.13461	1.36666	0.5931161	1.181675	1.251873					1	0.718863	0.281137	0.526	0.474			1.251873
1	0.528	60.10747	1.363506	0.5933661	1.179979	1.253923					1	0.7199312	0.2800688	0.528	0.472			1.253923
1	0.53	60.08043	1.360373	0.5936221	1.178293	1.255984					1	0.7209976	0.2790024	0.53	0.47			1.255984
1	0.532	60.05349	1.35726	0.593884	1.176617	1.258055					1	0.7220623	0.2779377	0.532	0.468			1.258055
1	0.534	60.02665	1.354167	0.5941519	1.174952	1.260137					1	0.7231252	0.2768748	0.534	0.466			1.260137
1	0.536	59.99991	1.351094	0.5944256	1.173296	1.262229					1	0.7241865	0.2758135	0.536	0.464			1.262229
1	0.538	59.97327	1.348041	0.5947052	1.17165	1.264331					1	0.7252462	0.2747538	0.538	0.462			1.264331
1	0.54	59.94673	1.345008	0.5949906	1.170015	1.266444					1	0.7263043	0.2736957	0.54	0.46			1.266444
1	0.542	59.92028	1.341994	0.5952819	1.168389	1.268567					1	0.7273609	0.2726391	0.542	0.458			1.268567
1	0.544	59.89393	1.339	0.595579	1.166773	1.270701					1	0.728416	0.271584	0.544	0.456			1.270701
1	0.546	59.86767	1.336025	0.595882	1.165167	1.272846					1	0.7294696	0.2705304	0.546	0.454			1.272846
1	0.548	59.84151	1.333069	0.5961908	1.163571	1.275001					1	0.7305218	0.2694782	0.548	0.452			1.275001
1	0.55	59.81545	1.330132	0.5965054	1.161985	1.277167					1	0.7315726	0.2684274	0.55	0.45			1.277167
1	0.552	59.78947	1.327214	0.5968258	1.160408	1.279343					1	0.7326221	0.2673779	0.552	0.448			1.279343
1	0.554	59.76359	1.324315	0.5971519	1.158841	1.281531					1	0.7336702	0.2663298	0.554	0.446			1.281531
1	0.556	59.73779	1.321434	0.5974839	1.157283	1.283729					1	0.7347172	0.2652828	0.556	0.444			1.283729
1	0.558	59.71209	1.318571	0.5978216	1.155736	1.285938					1	0.7357629	0.2642371	0.558	0.442			1.285938
1	0.56	59.68648	1.315727	0.598165	1.154197	1.288158					1	0.7368074	0.2631926	0.56	0.44			1.288158
1	0.562	59.66096	1.312902	0.5985142	1.152669	1.290388					1	0.7378508	0.2621492	0.562	0.438			1.290388
1	0.564	59.63553	1.310094	0.5988692	1.151149	1.29263					1	0.738893	0.261107	0.564	0.436			1.29263
1	0.566	59.61018	1.307304	0.5992298	1.149639	1.294883					1	0.7399343	0.2600657	0.566	0.434			1.294883
1	0.568	59.58492	1.304532	0.5995962	1.148139	1.297147					1	0.7409744	0.2590256	0.568	0.432			1.297147
1	0.57	59.55975	1.301778	0.5999683	1.146648	1.299422					1	0.7420136	0.2579864	0.57	0.43			1.299422
1	0.572	59.53466	1.299042	0.6003461	1.145166	1.301708					1	0.7430519	0.2569481	0.572	0.428			1.301708
1	0.574	59.50966	1.296323	0.6007296	1.143694	1.304005					1	0.7440892	0.2559108	0.574	0.426			1.304005
1	0.576	59.48474	1.293621	0.6011188	1.14223	1.306313					1	0.7451256	0.2548744	0.576	0.424			1.306313
1	0.578	59.45991	1.290936	0.6015136	1.140776	1.308633					1	0.7461612	0.2538388	0.578	0.422			1.308633
1	0.58	59.43516	1.288269	0.6019142	1.139331	1.310964					1	0.747196	0.252804	0.58	0.42			1.310964
1	0.582	59.41049	1.285619	0.6023204	1.137896	1.313306					1	0.7482301	0.2517699	0.582	0.418			1.313306
1	0.584	59.38591	1.282985	0.6027323	1.136469	1.31566					1	0.7492634	0.2507366	0.584	0.416			1.31566
1	0.586	59.3614	1.280369	0.6031498	1.135051	1.318025					1	0.750296	0.249704	0.586	0.414			1.318025
1	0.588	59.33698	1.277769	0.603573	1.133643	1.320402					1	0.7513279	0.2486721	0.588	0.412			1.320402
1	0.59	59.31263	1.275185	0.6040019	1.132243	1.32279					1	0.7523592	0.2476408	0.59	0.41			1.32279
1	0.592	59.28837	1.272618	0.6044364	1.130853	1.325189					1	0.7533899	0.2466101	0.592	0.408			1.325189
1	0.594	59.26418	1.270068	0.6048766	1.129471	1.327601					1	0.7544201	0.2455799	0.594	0.406			1.327601
1	0.596	59.24008	1.267533	0.6053224	1.128098	1.330024					1	0.7554498	0.2445502	0.596	0.404			1.330024
1	0.598	59.21605	1.265015	0.6057738	1.126734	1.332458					1	0.7564789	0.2435211	0.598	0.402			1.332458
1	0.6	59.1921	1.262513	0.6062309	1.125379	1.334905					1	0.7575076	0.2424924	0.6	0.4			1.334905
1	0.602	59.16822	1.260026	0.6066936	1.124033	1.337363					1	0.7585359	0.2414641	0.602	0.398			1.337363
1	0.604	59.14443	1.257556	0.607162	1.122695	1.339833					1	0.7595639	0.2404361	0.604	0.396			1.339833
1	0.606	59.1207	1.255101	0.607636	1.121367	1.342315					1	0.7605914	0.2394086	0.606	0.394			1.342315
1	0.608	59.09706	1.252662	0.6081156	1.120046	1.344809					1	0.7616187	0.2383813	0.608	0.392			1.344809
1	0.61	59.07348	1.250239	0.6086008	1.118735	1.347315					1	0.7626457	0.2373543	0.61	0.39			1.347315
1	0.612	59.04999	1.247831	0.6090917	1.117432	1.349833					1	0.7636724	0.2363276	0.612	0.388			1.349833
1	0.614	59.02656	1.245438	0.6095882	1.116138	1.352363					1	0.7646989	0.2353011	0.614	0.386			1.352363
1	0.616	59.00321	1.243061	0.6100904	1.114852	1.354905					1	0.7657253	0.2342747	0.616	0.384			1.354905
1	0.618	58.97993	1.240698	0.6105982	1.113575	1.357459					1	0.7667515	0.2332485	0.618	0.382			1.357459
1	0.62	58.95673	1.238351	0.6111116	1.112306	1.360026					1	0.7677776	0.2322224	0.62	0.38			1.360026
1	0.622	58.93359	1.236019	0.6116306	1.111046	1.362605					1	0.7688036	0.2311964	0.622	0.378			1.362605
1	0.624	58.91053	1.233701	0.6121553	1.109794	1.365196					1	0.7698296	0.2301704	0.624	0.376			1.365196
1	0.626	58.88754	1.231399	0.6126857	1.108551	1.367799					1	0.7708556	0.2291444	0.626	0.374			1.367799
1	0.628	58.86462	1.229111	0.6132216	1.107316	1.370415					1	0.7718816	0.2281184	0.628	0.372			1.370415
1	0.63	58.84177	1.226837	0.6137632	1.106089	1.373044					1	0.7729076	0.2270924	0.63	0.37			1.373044
1	0.632	58.81898	1.224579	0.6143105	1.104871	1.375685					1	0.7739337	0.2260663	0.632	0.368			1.375685
1	0.634	58.79627	1.222334	0.6148634	1.103661	1.378338					1	0.77496	0.22504	0.634	0.366			1.378338
1	0.636	58.77363	1.220104	0.6154219	1.102459	1.381005					1	0.7759864	0.2240136	0.636	0.364			1.381005
1	0.638	58.75105	1.217889	0.6159862	1.101265	1.383683					1	0.777013	0.222987	0.638	0.362			1.383683
1	0.64	58.72855	1.215687	0.616556	1.10008	1.386375					1	0.7780398	0.2219602	0.64	0.36			1.386375
1	0.642	58.70611	1.2135	0.6171316	1.098903	1.38908					1	0.7790669	0.2209331	0.642	0.358			1.38908
1	0.644	58.68374	1.211326	0.6177128	1.097733	1.391797					1	0.7800943	0.2199057	0.644	0.356			1.391797
1	0.646	58.66143	1.209167	0.6182997	1.096572	1.394527					1	0.7811219	0.2188781	0.646	0.354			1.394527
1	0.648	58.63919	1.207022	0.6188922	1.095419	1.39727					1	0.7821499	0.2178501	0.648	0.352			1.39727
1	0.65	58.61702	1.20489	0.6194905	1.094275	1.400026					1	0.7831783	0.2168217	0.65	0.35			1.400026
1	0.652	58.59492	1.202772	0.6200944	1.093138	1.402796					1	0.7842071	0.2157929	0.652	0.348			1.402796
1	0.654	58.57288	1.200667	0.6207041	1.092009	1.405578					1	0.7852364	0.2147636	0.654	0.346			1.405578
1	0.656	58.5509	1.198576	0.6213194	1.090888	1.408373					1	0.7862661	0.2137339	0.656	0.344			1.408373
1	0.658	58.52899	1.196499	0.6219405	1.089775	1.411182					1	0.7872964	0.2127036	0.658	0.342			1.411182
1	0.66	58.50715	1.194435	0.6225672	1.08867	1.414004					1	0.7883271	0.2116729	0.66	0.34			1.414004
1	0.662	58.48536	1.192384	0.6231997	1.087573	1.41684					1	0.7893585	0.2106415	0.662	0.338			1.41684
1	0.664	58.46365	1.190347	0.623838	1.086483	1.419688					1	0.7903904	0.2096096	0.664	0.336			1.419688
1	0.666	58.44199	1.188323	0.6244819	1.085402	1.422551					1	0.791423	0.208577	0.666	0.334			1.422551
1	0.668	58.4204	1.186312	0.6251317	1.084328	1.425427					1	0.7924563	0.2075437	0.668	0.332			1.425427
1	0.67	58.39887	1.184314	0.6257872	1.083262	1.428316					1	0.7934902	0.2065098	0.67	0.33			1.428316
1	0.672	58.37741	1.182329	0.6264484	1.082204	1.431219					1	0.7945249	0.2054751	0.672	0.328			1.431219
1	0.674	58.35601	1.180357	0.6271155	1.081154	1.434136					1	0.7955604	0.2044396	0.674	0.326			1.434136
1	0.676	58.33467	1.178397	0.6277883	1.080111	1.437066					1	0.7965966	0.2034034	0.676	0.324			1.437066
1	0.678	58.31339	1.176451	0.6284669	1.079076	1.44001					1	0.7976336	0.2023664	0.678	0.322			1.44001
1	0.68	58.29217	1.174517	0.6291514	1.078049	1.442968					1	0.7986716	0.2013284	0.68	0.32			1.442968
1	0.682	58.27102	1.172596	0.6298417	1.077029	1.44594					1	0.7997104	0.2002896	0.682	0.318			1.44594
1	0.684	58.24992	1.170687	0.6305378	1.076017	1.448926					1	0.8007501	0.1992499	0.684	0.316			1.448926
1	0.686	58.22889	1.168791	0.6312397	1.075012	1.451926					1	0.8017907	0.1982093	0.686	0.314			1.451926
1	0.688	58.20792	1.166908	0.6319475	1.074015	1.454941					1	0.8028324	0.1971676	0.688	0.312			1.454941
1	0.69	58.187	1.165036	0.6326612	1.073026	1.457969					1	0.803875	0.196125	0.69	0.31			1.457969
1	0.692	58.16615	1.163177	0.6333807	1.072044	1.461012					1	0.8049187	0.1950813	0.692	0.308			1.461012
1	0.694	58.14536	1.161331	0.6341061	1.07107	1.464068					1	0.8059635	0.1940365	0.694	0.306			1.464068
1	0.696	58.12463	1.159496	0.6348375	1.070103	1.46714					1	0.8070094	0.1929906	0.696	0.304			1.46714
1	0.698	58.10396	1.157674	0.6355747	1.069143	1.470225					1	0.8080564	0.1919436	0.698	0.302			1.470225
1	0.7	58.08335	1.155864	0.6363179	1.068191	1.473326					1	0.8091046	0.1908954	0.7	0.3			1.473326
1	0.702	58.06279	1.154066	0.6370671	1.067246	1.47644					1	0.810154	0.189846	0.702	0.298			1.47644
1	0.704	58.0423	1.152279	0.6378222	1.066309	1.47957					1	0.8112046	0.1887954	0.704	0.296			1.47957
1	0.706	58.02186	1.150505	0.6385833	1.065379	1.482714					1	0.8122565	0.1877435	0.706	0.294			1.482714
1	0.708	58.00149	1.148743	0.6393503	1.064456	1.485872					1	0.8133097	0.1866903	0.708	0.292			1.485872
1	0.71	57.98117	1.146992	0.6401234	1.063541	1.489046					1	0.8143642	0.1856358	0.71	0.29			1.489046
1	0.712	57.96091	1.145253	0.6409025	1.062632	1.492234					1	0.8154201	0.1845799	0.712	0.288			1.492234
1	0.714	57.94071	1.143526	0.6416877	1.061732	1.495438					1	0.8164773	0.1835227	0.714	0.286			1.495438
1	0.716	57.92056	1.14181	0.6424789	1.060838	1.498656					1	0.817536	0.182464	0.716	0.284			1.498656
1	0.718	57.90048	1.140106	0.6432761	1.059952	1.50189					1	0.8185961	0.1814039	0.718	0.282			1.50189
1	0.72	57.88045	1.138414	0.6440795	1.059072	1.505138					1	0.8196577	0.1803423	0.72	0.28			1.505138
1	0.722	57.86048	1.136732	0.644889	1.0582	1.508402					1	0.8207209	0.1792791	0.722	0.278			1.508402
1	0.724	57.84057	1.135063	0.6457046	1.057336	1.511681					1	0.8217855	0.1782145	0.724	0.276			1.511681
1	0.726	57.82072	1.133405	0.6465263	1.056478	1.514976					1	0.8228518	0.1771482	0.726	0.274			1.514976
1	0.728	57.80092	1.131758	0.6473542	1.055627	1.518286					1	0.8239197	0.1760803	0.728	0.272			1.518286
1	0.73	57.78118	1.130122	0.6481883	1.054784	1.521611					1	0.8249892	0.1750108	0.73	0.27			1.521611
1	0.732	57.7615	1.128498	0.6490286	1.053947	1.524952					1	0.8260603	0.1739397	0.732	0.268			1.524952
1	0.734	57.74187	1.126885	0.6498751	1.053118	1.528309					1	0.8271332	0.1728668	0.734	0.266			1.528309
1	0.736	57.7223	1.125282	0.6507278	1.052296	1.531681					1	0.8282079	0.1717921	0.736	0.264			1.531681
1	0.738	57.70279	1.123691	0.6515868	1.05148	1.535069					1	0.8292843	0.1707157	0.738	0.262			1.535069
1	0.74	57.68334	1.122111	0.6524521	1.050672	1.538473					1	0.8303625	0.1696375	0.74	0.26			1.538473
1	0.742	57.66394	1.120542	0.6533236	1.04987	1.541893					1	0.8314425	0.1685575	0.742	0.258			1.541893
1	0.744	57.6446	1.118984	0.6542015	1.049076	1.545329					1	0.8325244	0.1674756	0.744	0.256			1.545329
1	0.746	57.62531	1.117437	0.6550858	1.048289	1.548781					1	0.8336082	0.1663918	0.746	0.254			1.548781
1	0.748	57.60609	1.115901	0.6559764	1.047508	1.552249					1	0.834694	0.165306	0.748	0.252			1.552249
1	0.75	57.58692	1.114376	0.6568734	1.046735	1.555733					1	0.8357817	0.1642183	0.75	0.25			1.555733
1	0.752	57.5678	1.112861	0.6577768	1.045968	1.559234					1	0.8368714	0.1631286	0.752	0.248			1.559234
1	0.754	57.54874	1.111357	0.6586866	1.045208	1.56275					1	0.8379631	0.1620369	0.754	0.246			1.56275
1	0.756	57.52974	1.109864	0.6596029	1.044455	1.566284					1	0.8390569	0.1609431	0.756	0.244			1.566284
1	0.758	57.5108	1.108381	0.6605257	1.043709	1.569834					1	0.8401528	0.1598472	0.758	0.242			1.569834
1	0.76	57.49191	1.106909	0.661455	1.042969	1.5734					1	0.8412508	0.1587492	0.76	0.24			1.5734
1	0.762	57.47308	1.105447	0.6623908	1.042237	1.576983					1	0.842351	0.157649	0.762	0.238			1.576983
1	0.764	57.4543	1.103997	0.6633332	1.041511	1.580583					1	0.8434534	0.1565466	0.764	0.236			1.580583
1	0.766	57.43559	1.102556	0.6642821	1.040792	1.5842					1	0.844558	0.155442	0.766	0.234			1.5842
1	0.768	57.41692	1.101126	0.6652377	1.04008	1.587833					1	0.8456649	0.1543351	0.768	0.232			1.587833
1	0.77	57.39832	1.099707	0.6661999	1.039374	1.591484					1	0.846774	0.153226	0.77	0.23			1.591484
1	0.772	57.37977	1.098297	0.6671687	1.038675	1.595152					1	0.8478855	0.1521145	0.772	0.228			1.595152
1	0.774	57.36128	1.096898	0.6681443	1.037983	1.598836					1	0.8489994	0.1510006	0.774	0.226			1.598836
1	0.776	57.34284	1.09551	0.6691265	1.037298	1.602538					1	0.8501157	0.1498843	0.776	0.224			1.602538
1	0.778	57.32447	1.094132	0.6701155	1.036619	1.606258					1	0.8512344	0.1487656	0.778	0.222			1.606258
1	0.78	57.30614	1.092763	0.6711113	1.035947	1.609994					1	0.8523555	0.1476445	0.78	0.22			1.609994
1	0.782	57.28788	1.091406	0.6721138	1.035281	1.613748					1	0.8534792	0.1465208	0.782	0.218			1.613748
1	0.784	57.26967	1.090058	0.6731232	1.034623	1.61752					1	0.8546054	0.1453946	0.784	0.216			1.61752
1	0.786	57.25152	1.08872	0.6741395	1.03397	1.621309					1	0.8557342	0.1442658	0.786	0.214			1.621309
1	0.788	57.23343	1.087393	0.6751626	1.033325	1.625116					1	0.8568655	0.1431345	0.788	0.212			1.625116
1	0.79	57.21539	1.086075	0.6761926	1.032686	1.628941					1	0.8579995	0.1420005	0.79	0.21			1.628941
1	0.792	57.19741	1.084768	0.6772296	1.032053	1.632784					1	0.8591362	0.1408638	0.792	0.208			1.632784
1	0.794	57.17949	1.083471	0.6782736	1.031427	1.636645					1	0.8602756	0.1397244	0.794	0.206			1.636645
1	0.796	57.16162	1.082183	0.6793246	1.030808	1.640523					1	0.8614178	0.1385822	0.796	0.204			1.640523
1	0.798	57.14381	1.080906	0.6803826	1.030195	1.64442					1	0.8625627	0.1374373	0.798	0.202			1.64442
1	0.8	57.12606	1.079638	0.6814478	1.029588	1.648335					1	0.8637104	0.1362896	0.8	0.2			1.648335
1	0.802	57.10837	1.07838	0.68252	1.028988	1.652269					1	0.864861	0.135139	0.802	0.198			1.652269
1	0.804	57.09074	1.077133	0.6835993	1.028395	1.65622					1	0.8660145	0.1339855	0.804	0.196			1.65622
1	0.806	57.07316	1.075894	0.6846859	1.027808	1.660191					1	0.8671709	0.1328291	0.806	0.194			1.660191
1	0.808	57.05564	1.074666	0.6857796	1.027227	1.664179					1	0.8683303	0.1316697	0.808	0.192			1.664179
1	0.81	57.03819	1.073448	0.6868806	1.026653	1.668187					1	0.8694927	0.1305073	0.81	0.19			1.668187
1	0.812	57.02078	1.072239	0.6879889	1.026085	1.672213					1	0.8706581	0.1293419	0.812	0.188			1.672213
1	0.814	57.00344	1.07104	0.6891044	1.025524	1.676258					1	0.8718266	0.1281734	0.814	0.186			1.676258
1	0.816	56.98616	1.069851	0.6902274	1.024969	1.680322					1	0.8729982	0.1270018	0.816	0.184			1.680322
1	0.818	56.96893	1.068671	0.6913577	1.024421	1.684405					1	0.8741729	0.1258271	0.818	0.182			1.684405
1	0.82	56.95177	1.067501	0.6924954	1.023878	1.688507					1	0.8753508	0.1246492	0.82	0.18			1.688507
1	0.822	56.93466	1.066341	0.6936406	1.023343	1.692629					1	0.876532	0.123468	0.822	0.178			1.692629
1	0.824	56.91761	1.06519	0.6947933	1.022813	1.696769					1	0.8777164	0.1222836	0.824	0.176			1.696769
1	0.826	56.90063	1.064049	0.6959536	1.02229	1.700929					1	0.8789041	0.1210959	0.826	0.174			1.700929
1	0.828	56.8837	1.062917	0.6971214	1.021773	1.705109					1	0.8800951	0.1199049	0.828	0.172			1.705109
1	0.83	56.86683	1.061795	0.6982968	1.021263	1.709308					1	0.8812895	0.1187105	0.83	0.17			1.709308
1	0.832	56.85003	1.060682	0.6994799	1.020758	1.713527					1	0.8824874	0.1175126	0.832	0.168			1.713527
1	0.834	56.83328	1.059579	0.7006707	1.020261	1.717765					1	0.8836887	0.1163113	0.834	0.166			1.717765
1	0.836	56.8166	1.058485	0.7018692	1.019769	1.722024					1	0.8848934	0.1151066	0.836	0.164			1.722024
1	0.838	56.79997	1.057401	0.7030755	1.019284	1.726302					1	0.8861018	0.1138982	0.838	0.162			1.726302
1	0.84	56.78341	1.056326	0.7042897	1.018804	1.730601					1	0.8873137	0.1126863	0.84	0.16			1.730601
1	0.842	56.76691	1.05526	0.7055117	1.018332	1.734919					1	0.8885292	0.1114708	0.842	0.158			1.734919
1	0.844	56.75047	1.054204	0.7067416	1.017865	1.739258					1	0.8897483	0.1102517	0.844	0.156			1.739258
1	0.846	56.73409	1.053157	0.7079794	1.017404	1.743617					1	0.8909712	0.1090288	0.846	0.154			1.743617
1	0.848	56.71777	1.05212	0.7092253	1.01695	1.747997					1	0.8921978	0.1078022	0.848	0.152			1.747997
1	0.85	56.70152	1.051092	0.7104792	1.016502	1.752397					1	0.8934281	0.1065719	0.85	0.15			1.752397
1	0.852	56.68533	1.050073	0.7117411	1.01606	1.756818					1	0.8946623	0.1053377	0.852	0.148			1.756818
1	0.854	56.66921	1.049064	0.7130112	1.015625	1.76126					1	0.8959004	0.1040996	0.854	0.146			1.76126
1	0.856	56.65314	1.048063	0.7142895	1.015195	1.765722					1	0.8971423	0.1028577	0.856	0.144			1.765722
1	0.858	56.63714	1.047073	0.715576	1.014772	1.770205					1	0.8983882	0.1016118	0.858	0.142			1.770205
1	0.86	56.62121	1.046091	0.7168708	1.014355	1.77471					1	0.8996381	0.1003619	0.86	0.14			1.77471
1	0.862	56.60534	1.045118	0.7181739	1.013944	1.779236					1	0.900892	0.099108	0.862	0.138			1.779236
1	0.864	56.58953	1.044155	0.7194854	1.013539	1.783782					1	0.90215	0.09785	0.864	0.136			1.783782
1	0.866	56.57379	1.043201	0.7208053	1.01314	1.788351					1	0.9034121	0.0965879	0.866	0.134			1.788351
1	0.868	56.55812	1.042256	0.7221336	1.012747	1.792941					1	0.9046784	0.0953216	0.868	0.132			1.792941
1	0.87	56.54251	1.041321	0.7234705	1.012361	1.797552					1	0.9059488	0.0940511	0.87	0.13			1.797552
1	0.872	56.52696	1.040394	0.724816	1.01198	1.802185					1	0.9072236	0.0927764	0.872	0.128			1.802185
1	0.874	56.51149	1.039477	0.72617	1.011606	1.80684					1	0.9085026	0.0914974	0.874	0.126			1.80684
1	0.876	56.49608	1.038568	0.7275328	1.011238	1.811516					1	0.9097859	0.090214	0.876	0.124			1.811516
1	0.878	56.48073	1.037669	0.7289043	1.010875	1.816215					1	0.9110737	0.0889263	0.878	0.122			1.816215
1	0.88	56.46546	1.036779	0.7302845	1.010519	1.820936					1	0.9123659	0.0876341	0.88	0.12			1.820936
1	0.882	56.45025	1.035899	0.7316736	1.010169	1.825679					1	0.9136625	0.0863374	0.882	0.118			1.825679
1	0.884	56.43511	1.035027	0.7330716	1.009825	1.830445					1	0.9149637	0.0850363	0.884	0.116			1.830445
1	0.886	56.42004	1.034164	0.7344786	1.009487	1.835233					1	0.9162694	0.0837305	0.886	0.114			1.835233
1	0.888	56.40504	1.033311	0.7358945	1.009155	1.840043					1	0.9175798	0.0824201	0.888	0.112			1.840043
