3.991989e+002,1.863128e-001
4.011274e+002,1.830895e-001
4.030559e+002,1.801659e-001
4.049844e+002,1.798215e-001
4.069129e+002,1.788747e-001
4.088414e+002,1.664207e-001
4.107699e+002,1.537882e-001
4.126984e+002,1.533193e-001
4.146269e+002,1.498542e-001
4.165554e+002,1.448634e-001
4.184839e+002,1.471431e-001
4.204124e+002,1.373452e-001
4.223409e+002,1.275530e-001
4.242694e+002,1.270273e-001
4.261979e+002,1.301780e-001
4.281264e+002,1.337173e-001
4.300549e+002,1.401538e-001
4.319834e+002,1.459896e-001
4.339119e+002,1.528205e-001
4.358404e+002,1.608081e-001
4.377689e+002,1.698200e-001
4.396974e+002,1.774299e-001
4.416259e+002,1.822147e-001
4.435544e+002,1.869474e-001
4.454829e+002,1.911720e-001
4.474114e+002,1.916073e-001
4.493399e+002,1.899908e-001
4.512684e+002,1.882219e-001
4.531969e+002,1.879302e-001
4.551254e+002,1.821323e-001
4.570539e+002,1.740774e-001
4.589824e+002,1.680264e-001
4.609109e+002,1.599408e-001
4.628394e+002,1.517104e-001
4.647679e+002,1.445434e-001
4.666964e+002,1.377393e-001
4.686248e+002,1.366599e-001
4.705533e+002,1.334090e-001
4.724818e+002,1.352009e-001
4.744103e+002,1.388921e-001
4.763388e+002,1.417446e-001
4.782673e+002,1.513787e-001
4.801958e+002,1.635715e-001
4.821243e+002,1.734749e-001
4.840528e+002,1.851649e-001
4.859813e+002,1.998072e-001
4.879098e+002,2.130790e-001
4.898383e+002,2.225066e-001
4.917668e+002,2.320626e-001
4.936953e+002,2.415197e-001
4.956238e+002,2.488297e-001
4.975523e+002,2.535368e-001
4.994808e+002,2.552489e-001
5.014093e+002,2.561831e-001
5.033378e+002,2.605144e-001
5.052663e+002,2.633858e-001
5.071948e+002,2.691291e-001
5.091233e+002,2.776811e-001
5.110518e+002,2.884924e-001
5.129803e+002,3.014247e-001
5.149088e+002,3.152933e-001
5.168373e+002,3.329739e-001
5.187657e+002,3.618253e-001
5.206943e+002,4.003573e-001
5.226227e+002,4.476041e-001
5.245513e+002,5.033355e-001
5.264797e+002,5.791746e-001
5.284083e+002,6.685999e-001
5.303367e+002,7.651223e-001
5.322653e+002,8.631999e-001
5.341937e+002,9.499916e-001
5.361223e+002,1.011468e+000
5.380507e+002,1.051966e+000
5.399792e+002,1.061207e+000
5.419077e+002,1.054772e+000
5.438362e+002,1.032074e+000
5.457647e+002,1.003910e+000
5.476932e+002,9.737043e-001
5.496217e+002,9.455257e-001
5.515502e+002,9.182957e-001
5.534787e+002,8.952342e-001
5.554072e+002,8.711360e-001
5.573357e+002,8.526279e-001
5.592642e+002,8.296860e-001
5.611927e+002,8.045707e-001
5.631212e+002,7.783831e-001
5.650497e+002,7.486342e-001
5.669782e+002,7.151722e-001
5.689067e+002,6.829433e-001
5.708352e+002,6.469986e-001
5.727637e+002,6.046449e-001
5.746922e+002,5.566680e-001
5.766207e+002,5.097167e-001
5.785492e+002,4.653817e-001
5.804777e+002,4.252535e-001
5.824062e+002,3.932158e-001
5.843347e+002,3.693410e-001
5.862632e+002,3.522292e-001
5.881917e+002,3.394924e-001
5.901202e+002,3.286993e-001
5.920486e+002,3.219255e-001
5.939772e+002,3.175493e-001
5.959056e+002,3.128940e-001
5.978342e+002,3.093132e-001
5.997626e+002,3.065271e-001
6.016912e+002,3.047237e-001
6.036196e+002,3.033133e-001
6.055482e+002,3.027803e-001
6.074766e+002,3.023931e-001
6.094052e+002,3.022525e-001
6.113336e+002,3.025808e-001
6.132621e+002,3.041924e-001
6.151906e+002,3.068393e-001
6.171191e+002,3.143121e-001
6.190476e+002,3.299991e-001
6.209761e+002,3.324177e-001
6.229046e+002,3.115559e-001
6.248331e+002,2.919083e-001
6.267616e+002,2.790754e-001
6.286901e+002,2.655438e-001
6.306186e+002,2.503209e-001
6.325471e+002,2.347561e-001
6.344756e+002,2.198496e-001
6.364041e+002,2.070324e-001
6.383326e+002,1.991333e-001
6.402611e+002,1.986451e-001
6.421896e+002,2.037839e-001
6.441181e+002,2.116935e-001
6.460466e+002,2.198480e-001
6.479750e+002,2.261212e-001
6.499036e+002,2.299636e-001
6.518320e+002,2.310364e-001
6.537606e+002,2.302800e-001
6.556890e+002,2.290905e-001
6.576176e+002,2.304215e-001
6.595460e+002,2.362532e-001
6.614745e+002,2.482686e-001
6.634030e+002,2.664494e-001
6.653315e+002,2.803068e-001
6.672600e+002,2.962211e-001
6.691885e+002,3.419326e-001
6.711170e+002,3.729321e-001
6.730455e+002,3.991305e-001
6.749740e+002,4.238015e-001
6.769025e+002,4.453945e-001
6.788310e+002,4.631641e-001
6.807595e+002,4.840895e-001
6.826880e+002,5.206196e-001
6.846165e+002,5.960580e-001
6.865450e+002,7.184963e-001
6.884735e+002,8.969496e-001
6.904020e+002,1.139127e+000
6.923305e+002,1.397857e+000
6.942590e+002,1.501687e+000
6.961875e+002,1.524747e+000
6.981160e+002,1.521717e+000
7.000445e+002,1.533295e+000
7.019730e+002,1.527591e+000
7.039015e+002,1.539150e+000
7.058300e+002,1.515103e+000
7.077585e+002,1.362802e+000
7.096870e+002,1.037191e+000
7.116155e+002,7.488813e-001
7.135439e+002,5.656415e-001
7.154725e+002,4.622420e-001
7.174009e+002,3.952821e-001
7.193295e+002,3.472646e-001
7.212579e+002,3.178802e-001
7.231865e+002,3.091017e-001
7.251149e+002,3.185885e-001
7.270435e+002,3.440174e-001
7.289719e+002,3.834730e-001
7.309005e+002,4.429230e-001
7.328289e+002,5.346950e-001
7.347574e+002,6.620346e-001
7.366859e+002,8.072150e-001
7.386144e+002,9.632584e-001
7.405429e+002,1.130201e+000
7.424714e+002,1.304839e+000
7.443999e+002,1.439082e+000
7.463284e+002,1.515579e+000
7.482569e+002,1.537672e+000
7.501854e+002,1.552968e+000
7.521139e+002,1.557638e+000
7.540424e+002,1.569414e+000
7.559709e+002,1.569847e+000
7.578994e+002,1.579936e+000
7.598279e+002,1.574773e+000
7.617564e+002,1.571517e+000
7.636849e+002,1.551823e+000
7.656134e+002,1.533529e+000
7.675419e+002,1.482486e+000
7.694704e+002,1.396601e+000
7.713989e+002,1.266780e+000
7.733274e+002,1.120458e+000
7.752559e+002,9.669363e-001
7.771844e+002,8.251179e-001
7.791129e+002,7.010671e-001
7.810414e+002,6.015403e-001
7.829698e+002,5.225263e-001
7.848984e+002,4.587438e-001
7.868268e+002,4.045061e-001
7.887554e+002,3.578309e-001
7.906838e+002,3.180434e-001
7.926124e+002,2.863672e-001
7.945408e+002,2.626213e-001
7.964694e+002,2.446706e-001
7.983978e+002,2.298423e-001
8.003264e+002,2.169965e-001
8.022548e+002,2.054996e-001
8.041833e+002,1.947715e-001
8.061118e+002,1.838155e-001
8.080403e+002,1.722546e-001
8.099688e+002,1.599510e-001
8.118973e+002,1.475070e-001
8.138258e+002,1.358125e-001
8.157543e+002,1.258647e-001
8.176828e+002,1.188563e-001
8.196113e+002,1.150917e-001
8.215398e+002,1.150052e-001
8.234683e+002,1.183700e-001
