Wavelength (nm),Absorbance (AU),Std.Dev.
190,0.332794189453125,0.0564720011515663
192,0.395767211914062,0.0541265877365274
194,0.537704467773438,0.0522620631260143
196,0.734222412109375,0.0589830815255527
198,1.08973693847656,0.0615156865157173
200,1.55140686035156,0.0494105884401309
202,1.89982604980469,0.0835974006212215
204,2.1729736328125,0.0462193733054658
206,2.38458251953125,0.0741158826601964
208,2.61204528808594,0.107404117850528
210,2.62112426757812,0.0737029775941922
212,2.6761474609375,0.0751382189909037
214,2.62625122070313,0.0826797284707685
216,2.65650939941406,0.0787087565609761
218,2.62837219238281,0.0692189263541771
220,2.56495666503906,0.0732877462472411
222,2.54595947265625,0.0796721798998873
224,2.62373352050781,0.0994368911043583
226,2.7039794921875,0.0966352881004139
228,2.70159912109375,0.0728701488522564
230,2.80595397949219,0.071602745233685
232,2.94917297363281,0.0700951501754936
234,3.07551574707031,0.0696584160161211
236,3.13999938964844,0.0703125
238,3.1844482421875,0.0843243482223551
240,3.25862121582031,0.0753410215702575
242,3.28968811035156,0.102161693989235
244,3.2911376953125,0.0598816785810777
246,3.27687072753906,0.0815648946008637
248,3.20005798339844,0.0519692761548831
250,3.11863708496094,0.0494105884401309
252,3.09831237792969,0.0522620631260143
254,2.92872619628906,0.0276213586400995
256,2.83064270019531,0.0245504005663604
258,2.697998046875,0.0287713278567505
260,2.59625244140625,0.0188858199275525
262,2.24969482421875,0.00772040444377046
264,1.45906066894531,0.00109183006713857
266,0.859893798828125,0.00042286396669162
268,0.56036376953125,0.00026074230179802
270,0.449813842773438,0.00018310546875
272,0.428634643554688,0.000158206492258665
274,0.44549560546875,0.000216330671367765
276,0.478851318359375,0.000290318261572883
278,0.52032470703125,0.000235401132515587
280,0.570159912109375,0.000233912806957335
282,0.627532958984375,0.000257145683995861
284,0.6917724609375,0.000304411885730896
286,0.762771606445313,0.000322245972930037
288,0.8388671875,0.000417321604345012
290,0.921295166015625,0.000468819930900184
292,1.0113525390625,0.000400234284930542
294,1.11024475097656,0.000482525277735654
296,1.2193603515625,0.000737490598974278
298,1.33349609375,0.000654529131760474
300,1.45243835449219,0.00087175639996861
302,1.57008361816406,0.00148504944587359
304,1.68572998046875,0.00153440003539753
306,1.79859924316406,0.00247173544083454
308,1.906494140625,0.00386791492132687
310,2.00758361816406,0.00487059017169434
312,2.10382080078125,0.00571518550328107
314,2.17878723144531,0.00676582346706593
316,2.22711181640625,0.00748520982263471
318,2.23385620117187,0.00776658873075531
320,2.21791076660156,0.0087618937719367
322,2.18264770507813,0.00688805467757123
324,2.14022827148438,0.00745328980589539
326,2.12870788574219,0.00463224266626227
328,2.14100646972656,0.00577742166318322
330,2.18902587890625,0.00647778279366289
332,2.26107788085938,0.0101016410476451
334,2.336669921875,0.0115548433263664
336,2.42085266113281,0.00837227939427844
338,2.47602844238281,0.0177938155842662
340,2.55558776855469,0.0189865450148668
342,2.56002807617188,0.0199180449749718
344,2.58865356445312,0.0220970869120796
346,2.5909423828125,0.0246279691658564
348,2.57377624511719,0.0241588220251035
350,2.537109375,0.0198220538380707
352,2.47334289550781,0.0163410161432437
354,2.40444946289062,0.0125441724401027
356,2.31709289550781,0.01171875
358,2.21051025390625,0.00772040444377046
360,2.02897644042969,0.0184257443985481
362,1.93626403808594,0.00859707854573194
364,1.79812622070313,0.00583899450346748
366,1.64337158203125,0.00325724220315584
368,1.48039245605469,0.00311697884150481
370,1.31246948242187,0.00157749609171388
372,1.1456298828125,0.00118665906342917
374,0.9888916015625,0.000661605328023645
376,0.845611572265625,0.000564368957791349
378,0.71490478515625,0.000277189668649062
380,0.60162353515625,0.000205852318774903
382,0.500640869140625,0.000177946529994058
384,0.416610717773438,0.000160761318250316
386,0.345138549804687,0.000158940633056638
388,0.28515625,0.000135623083760309
390,0.23724365234375,0.0000952911071532959
392,0.1966552734375,0.0000965050555471307
394,0.165130615234375,0.0000892997734887667
396,0.139480590820312,0.0000899492349437835
398,0.119476318359375,0.0000807419223347348
400,0.1038818359375,0.0000757195787097138
402,0.0915374755859375,0.000104886833838406
404,0.082183837890625,0.0000959000022123454
406,0.074920654296875,0.0000766744661035224
408,0.069610595703125,0.000101215356150983
410,0.06561279296875,0.0000796532173836559
412,0.062530517578125,0.0000764844423513924
414,0.060333251953125,0.000107895932187889
416,0.0586700439453125,0.0000733771669833044
418,0.0576629638671875,0.0000735752163772045
420,0.0565338134765625,0.0000943703985355605
422,0.0560455322265625,0.0000764844423513924
424,0.0554962158203125,0.0000733771669833044
426,0.05517578125,0.0000791032461293324
428,0.0547637939453125,0.000090914728453163
430,0.054840087890625,0.0000729794558323249
432,0.0544281005859375,0.0000866532645538372
434,0.0543975830078125,0.000104886833838406
436,0.0540924072265625,0.0000835758296974436
438,0.053955078125,0.0000937515695758401
440,0.053802490234375,0.0000861479933977983
442,0.053619384765625,0.000114948418985896
444,0.0535736083984375,0.0000690871058512681
446,0.05340576171875,0.0000662923705939589
448,0.0532989501953125,0.0000800177649055597
450,0.0531463623046875,0.0000940614929652248
452,0.05316162109375,0.0000778048631834837
454,0.05322265625,0.000068876152363845
456,0.05303955078125,0.0000889732649970291
458,0.0526275634765625,0.0000638320943095456
460,0.053009033203125,0.0000955960394755681
462,0.05279541015625,0.0000695070921260399
464,0.052886962890625,0.0000988882552857645
466,0.0527496337890625,0.000108434069851318
468,0.0526580810546875,0.000097703922079969
470,0.052490234375,0.000117947577161715
472,0.0524139404296875,0.0000912342891166794
474,0.0524749755859375,0.0001220703125
476,0.052459716796875,0.000114694949175819
478,0.05242919921875,0.000120631319433913
480,0.05224609375,0.00011134734740697
482,0.0527801513671875,0.000124431659166718
484,0.0533599853515625,0.000127664188619091
486,0.0550689697265625,0.0000636037139912913
488,0.0532684326171875,0.0001373291015625
490,0.052215576171875,0.000106538696622993
492,0.05181884765625,0.000100058571232636
494,0.0517425537109375,0.000140679084126173
496,0.05206298828125,0.000117947577161715
498,0.05169677734375,0.000103208536212682
500,0.0515899658203125,0.000097703922079969
502,0.051513671875,0.000116707294775225
504,0.0515289306640625,0.000090914728453163
506,0.05145263671875,0.000097703922079969
508,0.0514678955078125,0.000117700566257794
510,0.0514984130859375,0.000147545468184004
512,0.05126953125,0.000151054305063044
514,0.0513763427734375,0.000127664188619091
516,0.0515289306640625,0.00012014782522601
518,0.051055908203125,0.000165401332005911
520,0.0511322021484375,0.000150281643704164
522,0.050933837890625,0.000124431659166718
524,0.050933837890625,0.000126749021345796
526,0.0507965087890625,0.000138174211702536
528,0.050537109375,0.000164342187717728
530,0.0500946044921875,0.000159671398440982
532,0.0501556396484375,0.000116457653217115
534,0.0500640869140625,0.000149893819460972
536,0.0498809814453125,0.000120389815048672
538,0.0498046875,0.000142732902022321
540,0.04937744140625,0.000140264711844255
542,0.0491943359375,0.000112128741887658
544,0.0489654541015625,0.00012857284199793
546,0.0486907958984375,0.000142324509477063
548,0.0487213134765625,0.000120872341291465
550,0.048614501953125,0.000143140129389143
552,0.04876708984375,0.000149115145001923
554,0.0482025146484375,0.000138594834324531
556,0.0483856201171875,0.000149893819460972
558,0.0482025146484375,0.00012254622195594
560,0.0479736328125,0.0000846140785706285
562,0.0478668212890625,0.000130816865535601
564,0.0482330322265625,0.000133023039048482
566,0.0481109619140625,0.000116457653217115
568,0.0480499267578125,0.0000812808065515996
570,0.048126220703125,0.0000684522950932555
572,0.0481414794921875,0.00010063862578028
574,0.0489349365234375,0.0000703395420630866
576,0.0487823486328125,0.0000739697243868459
578,0.0496063232421875,0.0000665115195242412
580,0.0498046875,0.0000699245558922705
582,0.0500640869140625,0.0000823479963108936
584,0.0492095947265625,0.0000755271525315221
586,0.048126220703125,0.0000682393791961606
588,0.0473785400390625,0.0000548839361951376
590,0.0466461181640625,0.0000667299487477718
592,0.0466156005859375,0.0000749469097304859
594,0.0460968017578125,0.0000731785815935169
596,0.046112060546875,0.000086316745750311
598,0.046417236328125,0.0000803806591251582
600,0.0462188720703125,0.0000896250925023707
602,0.0467987060546875,0.000091552734375
604,0.045745849609375,0.000107355097041857
606,0.046234130859375,0.000092501492713792
608,0.0455322265625,0.0000896250925023707
610,0.0453033447265625,0.0000946782962493199
612,0.0454864501953125,0.00006103515625
614,0.045196533203125,0.0001068115234375
616,0.0447845458984375,0.000102074342042997
618,0.044769287109375,0.000091552734375
620,0.0447235107421875,0.0000861479933977983
622,0.04443359375,0.0000800177649055597
624,0.044769287109375,0.000100058571232636
626,0.043975830078125,0.000111085661152352
628,0.0438995361328125,0.000126288950784659
630,0.0440673828125,0.00013775230472769
632,0.044036865234375,0.000179250185004741
634,0.0446319580078125,0.000178599546977533
636,0.0442962646484375,0.000136478758392321
638,0.043792724609375,0.000138174211702536
640,0.0439453125,0.000152968884702785
642,0.04388427734375,0.000197776510571529
644,0.0435943603515625,0.000199534558572724
646,0.043975830078125,0.000265169482375836
648,0.0436859130859375,0.000169228157141257
650,0.0427398681640625,0.00018750313915168
652,0.043212890625,0.000164695992621787
654,0.0427398681640625,0.000282184478895675
656,0.051849365234375,0.000144354918887516
658,0.037353515625,0.000201277251560561
660,0.0420989990234375,0.000244140625
662,0.0425872802734375,0.000244140625
664,0.04266357421875,0.000226324416720449
666,0.0426483154296875,0.000269523952219478
668,0.0427703857421875,0.000233414589550451
670,0.0428619384765625,0.000218472611439153
672,0.0423431396484375,0.000130816865535601
674,0.041717529296875,0.000191192078951136
676,0.0422821044921875,0.00018437264974357
678,0.042205810546875,0.000172295986795597
680,0.0418548583984375,0.00017397696305834
682,0.0418548583984375,0.000204148684085993
684,0.0416717529296875,0.000167151659394887
686,0.041900634765625,0.0000980013471883021
688,0.041717529296875,0.000113419103601978
690,0.0413970947265625,0.000160398834546117
692,0.0411376953125,0.00013170376969629
694,0.040863037109375,0.000150668469681789
696,0.0406951904296875,0.000138174211702536
698,0.041229248046875,0.000144757583320696
700,0.04058837890625,0.000204718137588482
702,0.0404205322265625,0.000145159130786441
704,0.040985107421875,0.00013901418425208
706,0.0404510498046875,0.000194811177594051
708,0.0409698486328125,0.000102074342042997
710,0.0404205322265625,0.000152205942865448
712,0.0408477783203125,0.000168193112831487
714,0.040496826171875,0.000111608420092223
716,0.040283203125,0.00013170376969629
718,0.039764404296875,0.000207541969432609
720,0.0405120849609375,0.000134329352277062
722,0.040313720703125,0.000175972939982159
724,0.0394744873046875,0.000160035529811119
726,0.040557861328125,0.000126288950784659
728,0.0397186279296875,0.000132144989591131
730,0.0395660400390625,0.000135623083760309
732,0.0402374267578125,0.000107355097041857
734,0.0393524169921875,0.000116457653217115
736,0.0394287109375,0.0000931286286600777
738,0.0396728515625,0.000126749021345796
740,0.03961181640625,0.000143951128113657
742,0.0389251708984375,0.000149893819460972
744,0.039398193359375,0.000172633491500622
746,0.0390472412109375,0.000165752876147464
748,0.0397491455078125,0.000109767872390275
750,0.038909912109375,0.000129923907210742
752,0.0389404296875,0.000127207427982583
754,0.0387725830078125,0.000104051068855178
756,0.0384979248046875,0.0000980013471883021
758,0.0382080078125,0.0000837497650150305
760,0.0382080078125,0.0000866532645538372
762,0.0385284423828125,0.000107083655148454
764,0.0376739501953125,0.000113931156334443
766,0.03863525390625,0.0000837497650150305
768,0.0364227294921875,0.000133895330618166
770,0.0383758544921875,0.0000928155903670993
772,0.0381011962890625,0.000100927402918419
774,0.037994384765625,0.000117947577161715
776,0.0374755859375,0.000156727894471543
778,0.037933349609375,0.000175310139359681
780,0.038330078125,0.000146754333966609
782,0.0376739501953125,0.000130816865535601
784,0.037322998046875,0.000114948418985896
786,0.0375518798828125,0.000159671398440982
788,0.0373077392578125,0.000125827198047414
790,0.0374755859375,0.000134329352277062
792,0.0371551513671875,0.00012857284199793
794,0.035400390625,0.000120631319433913
796,0.0382080078125,0.000148724278943008
798,0.0359649658203125,0.000165752876147464
800,0.0366058349609375,0.000185002985427584
802,0.037139892578125,0.00018310546875
804,0.0375823974609375,0.000225809457198315
806,0.036956787109375,0.000143951128113657
808,0.036529541015625,0.000133459897495544
810,0.036407470703125,0.000206417072425364
812,0.0361480712890625,0.000172633491500622
814,0.036834716796875,0.00020357763769724
816,0.035980224609375,0.000240295650452021
818,0.035552978515625,0.000265169482375836
820,0.0352935791015625,0.00027550460945538
