Wavelength (nm),Absorbance (AU),Std.Dev.
190,0.347946166992187,0.0394511911654769
192,0.418533325195313,0.05032851065127
194,0.555999755859375,0.0465483409680195
196,0.744735717773438,0.0463841487774919
198,1.13421630859375,0.0535598015656332
200,1.50189208984375,0.0579390506804349
202,1.89628601074219,0.0653640645729747
204,2.19136047363281,0.068107795992823
206,2.45750427246094,0.097578093724975
208,2.57192993164063,0.0819381912632931
210,2.77311706542969,0.120017902310447
212,2.646728515625,0.0696584160161211
214,2.70687866210937,0.109375
216,2.72174072265625,0.0924387466109315
218,2.66392517089844,0.118482428813305
220,2.59780883789062,0.0890762050858702
222,2.58270263671875,0.0924387466109315
224,2.69197082519531,0.09375
226,2.69317626953125,0.122783075355482
228,2.75897216796875,0.0698771242968684
230,2.87002563476562,0.0796721798998873
232,2.92378234863281,0.079288215352283
234,3.1087646484375,0.0713893237597542
236,3.28840637207031,0.0667500292602932
238,3.23927307128906,0.103938552309766
240,3.32951354980469,0.0810017240364364
242,3.34588623046875,0.0897587913521567
244,3.50413513183594,0.104231750500987
246,3.42300415039062,0.0900981452708656
248,3.43035888671875,0.0982016022654417
250,3.40101623535156,0.124510761332103
252,3.32015991210937,0.0914429680524971
254,3.26101684570313,0.0763469542409846
256,3.15892028808594,0.0658292951029403
258,3.03648376464844,0.0564720011515663
260,2.96084594726563,0.0296206072033264
262,2.87055969238281,0.0298131592235815
264,2.50579833984375,0.0193842121496867
266,1.63996887207031,0.00183917470377434
268,1.10133361816406,0.000614912160632626
270,0.881591796875,0.00036748030330787
272,0.838302612304688,0.000353266507043159
274,0.875244140625,0.0005838356466586
276,0.94793701171875,0.000409436275176964
278,1.03901672363281,0.000653104692353293
280,1.14842224121094,0.000779244710376203
282,1.27290344238281,0.00106067792950334
284,1.41096496582031,0.00140248111487745
286,1.56373596191406,0.00163774510070785
288,1.72798156738281,0.0022175173491925
290,1.90203857421875,0.00456745286471428
292,2.09246826171875,0.00617632355501637
294,2.29949951171875,0.00740515180083159
296,2.52806091308594,0.0159272523733399
298,2.75447082519531,0.0215729707366939
300,2.93551635742188,0.0329146475514702
302,3.10899353027344,0.0627436656414415
304,3.32908630371094,0.0994368911043583
306,3.45919799804688,0.0914429680524971
308,3.5103759765625,0.128372474415273
310,3.58293151855469,0.116926793336686
312,3.59738159179687,0.137553256731711
314,3.58784484863281,0.159726939845788
316,3.68128967285156,0.171875
318,3.51174926757812,0.113483117549484
320,3.61990356445313,0.219307325744034
322,3.47557067871094,0.138437852708354
324,3.58793640136719,0.137553256731711
326,3.37037658691406,0.0808131283811609
328,3.56588745117188,0.133500058520586
330,3.59072875976563,0.28641098093474
332,3.55804443359375,0.25958199571619
334,3.38140869140625,0.136215591985646
336,3.33146667480469,0.100353379520821
338,3.49131774902344,0.136215591985646
340,3.27059936523438,0.0835974006212215
342,3.23138427734375,0.0769442015765321
344,3.13188171386719,0.0678833874882139
346,3.10832214355469,0.0579390506804349
348,3.13597106933594,0.0753410215702575
350,2.99801635742187,0.0646599428017455
352,3.01283264160156,0.0528427705408933
354,2.97279357910156,0.055242717280199
356,2.94227600097656,0.0665210404919
358,2.78634643554687,0.0484752876796518
360,2.57560729980469,0.0392573266450035
362,2.58015441894531,0.0223545373872258
364,2.56245422363281,0.0288375450395184
366,2.47367858886719,0.0272038833538752
368,2.39613342285156,0.0162238747322619
370,2.28318786621094,0.0151917472520547
372,2.10784912109375,0.0112198489190196
374,1.907470703125,0.00767394220971763
376,1.6756591796875,0.00349556178302645
378,1.43669128417969,0.00227063906710672
380,1.21221923828125,0.000878142979122202
382,1.00575256347656,0.000672772451325946
384,0.828445434570313,0.000453676414407913
386,0.676727294921875,0.000227350836574575
388,0.548858642578125,0.000169914683924256
390,0.445343017578125,0.000172633491500622
392,0.35760498046875,0.000153728040158156
394,0.289871215820312,0.0000968061640964472
396,0.234146118164062,0.000105990936198805
398,0.19036865234375,0.00012254622195594
400,0.1573486328125,0.000076102971432724
402,0.130813598632812,0.000121831660634394
404,0.110198974609375,0.000100349017623641
406,0.0947113037109375,0.0000816380865441616
408,0.0834197998046875,0.0000733771669833044
410,0.0746612548828125,0.0000866532645538372
412,0.0681610107421875,0.0000598311887411427
414,0.063385009765625,0.0000902722134872378
416,0.0601348876953125,0.0000892997734887667
418,0.0576019287109375,0.0000902722134872378
420,0.0556640625,0.0000955960394755681
422,0.0543212890625,0.000085809493096939
424,0.053436279296875,0.0000757195787097138
426,0.0526885986328125,0.0000879864699910797
428,0.05206298828125,0.0000787344644186031
430,0.0520477294921875,0.0000785494242934189
432,0.051422119140625,0.0000912342891166794
